Date,Visitor,G_Vis,Home,G_Home,OT Ind
2013-11-02,Anaheim Ducks,6.0,Buffalo Sabres,3.0,0
2013-11-02,Pittsburgh Penguins,3.0,Columbus Blue Jackets,0.0,0
2013-11-02,Montreal Canadiens,1.0,Colorado Avalanche,4.0,0
2013-11-02,Detroit Red Wings,5.0,Edmonton Oilers,0.0,0
2013-11-02,Nashville Predators,4.0,Los Angeles Kings,3.0,0
2013-11-02,Philadelphia Flyers,1.0,New Jersey Devils,0.0,0
2013-11-02,Boston Bruins,1.0,New York Islanders,3.0,0
2013-11-02,Carolina Hurricanes,1.0,New York Rangers,5.0,0
2013-11-02,Phoenix Coyotes,3.0,San Jose Sharks,2.0,1
2013-11-02,St. Louis Blues,2.0,Tampa Bay Lightning,4.0,0
2013-11-02,Toronto Maple Leafs,0.0,Vancouver Canucks,4.0,0
2013-11-02,Chicago Blackhawks,5.0,Winnipeg Jets,1.0,0
2013-11-02,Florida Panthers,2.0,Washington Capitals,3.0,1
2013-11-03,Calgary Flames,3.0,Chicago Blackhawks,2.0,1
2013-11-03,New Jersey Devils,0.0,Minnesota Wild,4.0,0
2013-11-03,Dallas Stars,4.0,Ottawa Senators,3.0,1
2013-11-04,Anaheim Ducks,2.0,New York Rangers,1.0,0
2013-11-04,Detroit Red Wings,2.0,Winnipeg Jets,4.0,0
2013-11-05,Dallas Stars,3.0,Boston Bruins,2.0,1
2013-11-05,Philadelphia Flyers,1.0,Carolina Hurricanes,2.0,1
2013-11-05,Ottawa Senators,4.0,Columbus Blue Jackets,1.0,0
2013-11-05,Edmonton Oilers,4.0,Florida Panthers,3.0,1
2013-11-05,Calgary Flames,1.0,Minnesota Wild,5.0,0
2013-11-05,St. Louis Blues,3.0,Montreal Canadiens,2.0,1
2013-11-05,Vancouver Canucks,2.0,Phoenix Coyotes,3.0,1
2013-11-05,Buffalo Sabres,5.0,San Jose Sharks,4.0,1
2013-11-05,New York Islanders,2.0,Washington Capitals,6.0,0
2013-11-06,Phoenix Coyotes,2.0,Anaheim Ducks,5.0,0
2013-11-06,Winnipeg Jets,1.0,Chicago Blackhawks,4.0,0
2013-11-06,Nashville Predators,6.0,Colorado Avalanche,4.0,0
2013-11-06,Pittsburgh Penguins,1.0,New York Rangers,5.0,0
2013-11-07,Florida Panthers,1.0,Boston Bruins,4.0,0
2013-11-07,New York Islanders,0.0,Carolina Hurricanes,1.0,0
2013-11-07,New York Rangers,4.0,Columbus Blue Jackets,2.0,0
2013-11-07,Dallas Stars,4.0,Detroit Red Wings,3.0,1
2013-11-07,Buffalo Sabres,0.0,Los Angeles Kings,2.0,0
2013-11-07,Montreal Canadiens,1.0,Ottawa Senators,4.0,0
2013-11-07,New Jersey Devils,3.0,Philadelphia Flyers,0.0,0
2013-11-07,Vancouver Canucks,4.0,San Jose Sharks,2.0,0
2013-11-07,Calgary Flames,2.0,St. Louis Blues,3.0,0
2013-11-07,Edmonton Oilers,2.0,Tampa Bay Lightning,4.0,0
2013-11-07,Minnesota Wild,2.0,Washington Capitals,3.0,1
2013-11-08,Buffalo Sabres,2.0,Anaheim Ducks,6.0,0
2013-11-08,Calgary Flames,2.0,Colorado Avalanche,4.0,0
2013-11-08,New Jersey Devils,1.0,Toronto Maple Leafs,2.0,1
2013-11-08,Nashville Predators,0.0,Winnipeg Jets,5.0,0
2013-11-09,Toronto Maple Leafs,1.0,Boston Bruins,3.0,0
2013-11-09,Minnesota Wild,3.0,Carolina Hurricanes,2.0,1
2013-11-09,New York Islanders,2.0,Columbus Blue Jackets,5.0,0
2013-11-09,Chicago Blackhawks,5.0,Dallas Stars,2.0,0
2013-11-09,Tampa Bay Lightning,3.0,Detroit Red Wings,2.0,1
2013-11-09,Vancouver Canucks,1.0,Los Angeles Kings,5.0,0
2013-11-09,Florida Panthers,2.0,Ottawa Senators,3.0,0
2013-11-09,Edmonton Oilers,2.0,Philadelphia Flyers,4.0,0
2013-11-09,Washington Capitals,3.0,Phoenix Coyotes,4.0,1
2013-11-09,Pittsburgh Penguins,1.0,St. Louis Blues,2.0,0
2013-11-10,Vancouver Canucks,1.0,Anaheim Ducks,3.0,0
2013-11-10,Edmonton Oilers,4.0,Chicago Blackhawks,5.0,0
2013-11-10,Washington Capitals,1.0,Colorado Avalanche,4.0,0
2013-11-10,New York Islanders,2.0,Montreal Canadiens,4.0,0
2013-11-10,Nashville Predators,0.0,New Jersey Devils,5.0,0
2013-11-10,Florida Panthers,3.0,New York Rangers,4.0,0
2013-11-10,San Jose Sharks,4.0,Winnipeg Jets,5.0,1
2013-11-11,Tampa Bay Lightning,0.0,Boston Bruins,3.0,0
2013-11-12,Los Angeles Kings,2.0,Buffalo Sabres,3.0,1
2013-11-12,Colorado Avalanche,1.0,Carolina Hurricanes,2.0,0
2013-11-12,San Jose Sharks,3.0,Calgary Flames,2.0,1
2013-11-12,Winnipeg Jets,3.0,Detroit Red Wings,2.0,1
2013-11-12,Anaheim Ducks,2.0,Florida Panthers,3.0,0
2013-11-12,Tampa Bay Lightning,2.0,Montreal Canadiens,1.0,1
2013-11-12,Nashville Predators,1.0,New York Islanders,3.0,0
2013-11-12,New Jersey Devils,3.0,New York Rangers,2.0,0
2013-11-12,Philadelphia Flyers,5.0,Ottawa Senators,0.0,0
2013-11-12,Phoenix Coyotes,3.0,St. Louis Blues,2.0,1
2013-11-12,Columbus Blue Jackets,3.0,Washington Capitals,4.0,1
2013-11-13,Dallas Stars,3.0,Edmonton Oilers,0.0,0
2013-11-13,Toronto Maple Leafs,1.0,Minnesota Wild,2.0,1
2013-11-13,Philadelphia Flyers,2.0,Pittsburgh Penguins,1.0,0
2013-11-14,Columbus Blue Jackets,2.0,Boston Bruins,3.0,1
2013-11-14,Dallas Stars,7.0,Calgary Flames,3.0,0
2013-11-14,Phoenix Coyotes,4.0,Chicago Blackhawks,5.0,1
2013-11-14,Los Angeles Kings,3.0,New York Islanders,2.0,0
2013-11-14,Colorado Avalanche,3.0,St. Louis Blues,7.0,0
2013-11-14,Anaheim Ducks,1.0,Tampa Bay Lightning,5.0,0
2013-11-14,San Jose Sharks,2.0,Vancouver Canucks,1.0,1
2013-11-15,Toronto Maple Leafs,1.0,Buffalo Sabres,3.0,0
2013-11-15,Anaheim Ducks,2.0,Carolina Hurricanes,3.0,1
2013-11-15,Montreal Canadiens,3.0,Columbus Blue Jackets,2.0,1
2013-11-15,Washington Capitals,4.0,Detroit Red Wings,3.0,1
2013-11-15,San Jose Sharks,3.0,Edmonton Oilers,1.0,0
2013-11-15,Florida Panthers,2.0,Minnesota Wild,3.0,0
2013-11-15,Los Angeles Kings,2.0,New Jersey Devils,0.0,0
2013-11-15,Boston Bruins,2.0,Ottawa Senators,4.0,0
2013-11-15,Nashville Predators,1.0,Pittsburgh Penguins,4.0,0
2013-11-15,Philadelphia Flyers,2.0,Winnipeg Jets,3.0,1
2013-11-16,Edmonton Oilers,4.0,Calgary Flames,2.0,0
2013-11-16,Florida Panthers,4.0,Colorado Avalanche,1.0,0
2013-11-16,New York Rangers,1.0,Montreal Canadiens,0.0,0
2013-11-16,Pittsburgh Penguins,1.0,New Jersey Devils,4.0,0
2013-11-16,Chicago Blackhawks,2.0,Nashville Predators,7.0,0
2013-11-16,Detroit Red Wings,4.0,New York Islanders,5.0,1
2013-11-16,Tampa Bay Lightning,3.0,Phoenix Coyotes,6.0,0
2013-11-16,Carolina Hurricanes,2.0,St. Louis Blues,4.0,0
2013-11-16,Buffalo Sabres,2.0,Toronto Maple Leafs,4.0,0
2013-11-17,San Jose Sharks,1.0,Chicago Blackhawks,5.0,0
2013-11-17,Winnipeg Jets,1.0,Minnesota Wild,2.0,0
2013-11-17,Los Angeles Kings,1.0,New York Rangers,0.0,0
2013-11-17,Columbus Blue Jackets,4.0,Ottawa Senators,1.0,0
2013-11-17,Dallas Stars,2.0,Vancouver Canucks,1.0,0
2013-11-17,St. Louis Blues,1.0,Washington Capitals,4.0,0
2013-11-18,Boston Bruins,4.0,Carolina Hurricanes,1.0,0
2013-11-18,Anaheim Ducks,1.0,Pittsburgh Penguins,3.0,0
2013-11-18,Calgary Flames,5.0,Winnipeg Jets,4.0,1
2013-11-19,St. Louis Blues,4.0,Buffalo Sabres,1.0,0
2013-11-19,Chicago Blackhawks,1.0,Colorado Avalanche,5.0,0
2013-11-19,Nashville Predators,2.0,Detroit Red Wings,0.0,0
2013-11-19,Columbus Blue Jackets,0.0,Edmonton Oilers,7.0,0
2013-11-19,Tampa Bay Lightning,2.0,Los Angeles Kings,5.0,0
2013-11-19,Minnesota Wild,2.0,Montreal Canadiens,6.0,0
2013-11-19,Boston Bruins,2.0,New York Rangers,1.0,0
2013-11-19,Ottawa Senators,2.0,Philadelphia Flyers,5.0,0
2013-11-19,New York Islanders,2.0,Toronto Maple Leafs,5.0,0
2013-11-19,Florida Panthers,3.0,Vancouver Canucks,2.0,1
2013-11-20,New Jersey Devils,4.0,Anaheim Ducks,3.0,1
2013-11-20,Columbus Blue Jackets,2.0,Calgary Flames,1.0,1
2013-11-20,Minnesota Wild,4.0,Ottawa Senators,3.0,0
2013-11-20,Pittsburgh Penguins,4.0,Washington Capitals,0.0,0
2013-11-21,St. Louis Blues,3.0,Boston Bruins,2.0,1
2013-11-21,New York Rangers,3.0,Dallas Stars,2.0,0
2013-11-21,Carolina Hurricanes,3.0,Detroit Red Wings,4.0,0
2013-11-21,Florida Panthers,1.0,Edmonton Oilers,4.0,0
2013-11-21,New Jersey Devils,2.0,Los Angeles Kings,1.0,1
2013-11-21,Buffalo Sabres,1.0,Philadelphia Flyers,4.0,0
2013-11-21,Colorado Avalanche,4.0,Phoenix Coyotes,3.0,1
2013-11-21,Tampa Bay Lightning,1.0,San Jose Sharks,5.0,0
2013-11-21,Nashville Predators,4.0,Toronto Maple Leafs,2.0,0
2013-11-21,Chicago Blackhawks,6.0,Winnipeg Jets,3.0,0
2013-11-22,Tampa Bay Lightning,0.0,Anaheim Ducks,1.0,1
2013-11-22,Florida Panthers,3.0,Calgary Flames,4.0,1
2013-11-22,New York Islanders,3.0,Pittsburgh Penguins,4.0,0
2013-11-22,Columbus Blue Jackets,2.0,Vancouver Canucks,6.0,0
2013-11-22,Montreal Canadiens,3.0,Washington Capitals,2.0,0
2013-11-23,Carolina Hurricanes,2.0,Boston Bruins,3.0,1
2013-11-23,Ottawa Senators,4.0,Detroit Red Wings,2.0,0
2013-11-23,Colorado Avalanche,1.0,Los Angeles Kings,0.0,1
2013-11-23,Pittsburgh Penguins,2.0,Montreal Canadiens,3.0,0
2013-11-23,New York Rangers,2.0,Nashville Predators,0.0,0
2013-11-23,New York Islanders,2.0,Philadelphia Flyers,5.0,0
2013-11-23,Anaheim Ducks,4.0,Phoenix Coyotes,2.0,0
2013-11-23,New Jersey Devils,1.0,San Jose Sharks,2.0,0
2013-11-23,Dallas Stars,1.0,St. Louis Blues,6.0,0
2013-11-23,Washington Capitals,1.0,Toronto Maple Leafs,2.0,1
2013-11-23,Chicago Blackhawks,2.0,Vancouver Canucks,1.0,0
2013-11-23,Minnesota Wild,3.0,Winnipeg Jets,2.0,1
2013-11-24,Detroit Red Wings,3.0,Buffalo Sabres,1.0,0
2013-11-24,Ottawa Senators,1.0,Carolina Hurricanes,4.0,0
2013-11-25,Pittsburgh Penguins,3.0,Boston Bruins,4.0,1
2013-11-25,Chicago Blackhawks,5.0,Edmonton Oilers,1.0,0
2013-11-25,Philadelphia Flyers,1.0,Florida Panthers,3.0,0
2013-11-25,Winnipeg Jets,3.0,New Jersey Devils,1.0,0
2013-11-25,Phoenix Coyotes,2.0,Nashville Predators,4.0,0
2013-11-25,Minnesota Wild,0.0,St. Louis Blues,3.0,0
2013-11-25,New York Rangers,0.0,Tampa Bay Lightning,5.0,0
2013-11-25,Columbus Blue Jackets,6.0,Toronto Maple Leafs,0.0,0
2013-11-25,Los Angeles Kings,3.0,Vancouver Canucks,2.0,1
2013-11-26,Anaheim Ducks,3.0,Dallas Stars,6.0,0
2013-11-27,Montreal Canadiens,3.0,Buffalo Sabres,1.0,0
2013-11-27,Nashville Predators,4.0,Columbus Blue Jackets,0.0,0
2013-11-27,Chicago Blackhawks,3.0,Calgary Flames,2.0,0
2013-11-27,St. Louis Blues,4.0,Colorado Avalanche,1.0,0
2013-11-27,Boston Bruins,1.0,Detroit Red Wings,6.0,0
2013-11-27,New York Rangers,5.0,Florida Panthers,2.0,0
2013-11-27,Phoenix Coyotes,3.0,Minnesota Wild,1.0,0
2013-11-27,Carolina Hurricanes,4.0,New Jersey Devils,3.0,0
2013-11-27,Winnipeg Jets,3.0,New York Islanders,2.0,0
2013-11-27,Toronto Maple Leafs,5.0,Pittsburgh Penguins,6.0,1
2013-11-27,Los Angeles Kings,2.0,San Jose Sharks,3.0,1
2013-11-27,Philadelphia Flyers,2.0,Tampa Bay Lightning,4.0,0
2013-11-27,Ottawa Senators,6.0,Washington Capitals,4.0,0
2013-11-28,Edmonton Oilers,3.0,Nashville Predators,0.0,0
2013-11-28,Vancouver Canucks,5.0,Ottawa Senators,2.0,0
2013-11-29,Calgary Flames,2.0,Anaheim Ducks,5.0,0
2013-11-29,New York Rangers,2.0,Boston Bruins,3.0,0
2013-11-29,Toronto Maple Leafs,2.0,Buffalo Sabres,3.0,1
2013-11-29,New Jersey Devils,5.0,Carolina Hurricanes,2.0,0
2013-11-29,Edmonton Oilers,2.0,Columbus Blue Jackets,4.0,0
