Date,Visitor,G_Vis,Home,G_Home,OT Ind
2016-03-19,New York Rangers,1,San Jose Sharks,4,0
2016-03-19,Buffalo Sabres,1,Toronto Maple Leafs,4,0
2016-03-19,St. Louis Blues,3,Vancouver Canucks,0,0
2016-03-20,Minnesota Wild,3,Chicago Blackhawks,2,1
2016-03-20,Colorado Avalanche,3,Edmonton Oilers,2,0
2016-03-20,Calgary Flames,4,Montreal Canadiens,1,0
2016-03-20,Columbus Blue Jackets,1,New Jersey Devils,2,0
2016-03-20,Washington Capitals,2,Pittsburgh Penguins,6,0
2016-03-20,Arizona Coyotes,0,San Jose Sharks,3,0
2016-03-20,Anaheim Ducks,3,Winnipeg Jets,2,1
2016-03-21,Los Angeles Kings,2,Nashville Predators,5,0
2016-03-21,Philadelphia Flyers,4,New York Islanders,1,0
2016-03-21,Florida Panthers,2,New York Rangers,4,0
2016-03-21,Calgary Flames,2,Toronto Maple Leafs,5,0
2016-03-22,Edmonton Oilers,2,Arizona Coyotes,4,0
2016-03-22,Buffalo Sabres,3,Carolina Hurricanes,2,0
2016-03-22,Philadelphia Flyers,2,Columbus Blue Jackets,3,1
2016-03-22,Dallas Stars,6,Chicago Blackhawks,2,0
2016-03-22,Los Angeles Kings,1,Minnesota Wild,2,0
2016-03-22,Anaheim Ducks,3,Montreal Canadiens,4,0
2016-03-22,Washington Capitals,4,Ottawa Senators,2,0
2016-03-22,St. Louis Blues,1,San Jose Sharks,0,0
2016-03-22,Detroit Red Wings,2,Tampa Bay Lightning,6,0
2016-03-22,Vancouver Canucks,0,Winnipeg Jets,2,0
2016-03-23,Ottawa Senators,1,New York Islanders,3,0
2016-03-23,Boston Bruins,2,New York Rangers,5,0
2016-03-24,Dallas Stars,1,Arizona Coyotes,3,0
2016-03-24,Florida Panthers,4,Boston Bruins,1,0
2016-03-24,Carolina Hurricanes,3,Columbus Blue Jackets,2,0
2016-03-24,Philadelphia Flyers,4,Colorado Avalanche,2,0
2016-03-24,Montreal Canadiens,3,Detroit Red Wings,4,0
2016-03-24,Calgary Flames,2,Minnesota Wild,6,0
2016-03-24,Vancouver Canucks,2,Nashville Predators,3,1
2016-03-24,New Jersey Devils,3,Pittsburgh Penguins,0,0
2016-03-24,Edmonton Oilers,6,San Jose Sharks,3,0
2016-03-24,Anaheim Ducks,5,Toronto Maple Leafs,6,1
2016-03-24,Los Angeles Kings,1,Winnipeg Jets,4,0
2016-03-25,Washington Capitals,1,New Jersey Devils,0,1
2016-03-25,Vancouver Canucks,0,St. Louis Blues,4,0
2016-03-25,New York Islanders,4,Tampa Bay Lightning,7,0
2016-03-26,Philadelphia Flyers,1,Arizona Coyotes,2,0
2016-03-26,Winnipeg Jets,2,Buffalo Sabres,3,0
2016-03-26,New York Islanders,4,Carolina Hurricanes,3,1
2016-03-26,Chicago Blackhawks,4,Calgary Flames,1,0
2016-03-26,Minnesota Wild,4,Colorado Avalanche,0,0
2016-03-26,Pittsburgh Penguins,7,Detroit Red Wings,2,0
2016-03-26,Edmonton Oilers,4,Los Angeles Kings,6,0
2016-03-26,New York Rangers,5,Montreal Canadiens,2,0
2016-03-26,Columbus Blue Jackets,1,Nashville Predators,5,0
2016-03-26,Anaheim Ducks,4,Ottawa Senators,3,1
2016-03-26,Dallas Stars,4,San Jose Sharks,2,0
2016-03-26,Florida Panthers,5,Tampa Bay Lightning,2,0
2016-03-26,Boston Bruins,3,Toronto Maple Leafs,1,0
2016-03-26,St. Louis Blues,4,Washington Capitals,0,0
2016-03-27,New Jersey Devils,2,Carolina Hurricanes,3,0
2016-03-27,Pittsburgh Penguins,3,New York Rangers,2,1
2016-03-27,Chicago Blackhawks,3,Vancouver Canucks,2,0
2016-03-28,Calgary Flames,5,Arizona Coyotes,2,0
2016-03-28,Buffalo Sabres,2,Detroit Red Wings,3,0
2016-03-28,Anaheim Ducks,2,Edmonton Oilers,1,0
2016-03-28,Colorado Avalanche,4,Nashville Predators,3,0
2016-03-28,Winnipeg Jets,2,Philadelphia Flyers,3,1
2016-03-28,Los Angeles Kings,2,San Jose Sharks,5,0
2016-03-28,Toronto Maple Leafs,0,Tampa Bay Lightning,3,0
2016-03-28,Columbus Blue Jackets,1,Washington Capitals,4,0
2016-03-29,Nashville Predators,2,Dallas Stars,5,0
2016-03-29,Toronto Maple Leafs,5,Florida Panthers,2,0
2016-03-29,Chicago Blackhawks,1,Minnesota Wild,4,0
2016-03-29,Detroit Red Wings,3,Montreal Canadiens,4,0
2016-03-29,Boston Bruins,1,New Jersey Devils,2,0
2016-03-29,Carolina Hurricanes,1,New York Islanders,2,1
2016-03-29,Buffalo Sabres,4,Pittsburgh Penguins,5,1
2016-03-29,Colorado Avalanche,1,St. Louis Blues,3,0
2016-03-29,San Jose Sharks,4,Vancouver Canucks,1,0
2016-03-30,Calgary Flames,3,Anaheim Ducks,8,0
2016-03-30,Washington Capitals,1,Philadelphia Flyers,2,1
2016-03-30,Ottawa Senators,2,Winnipeg Jets,1,0
2016-03-31,Toronto Maple Leafs,1,Buffalo Sabres,4,0
2016-03-31,New York Rangers,3,Carolina Hurricanes,4,0
2016-03-31,Arizona Coyotes,1,Dallas Stars,4,0
2016-03-31,New Jersey Devils,2,Florida Panthers,3,0
2016-03-31,Calgary Flames,0,Los Angeles Kings,3,0
2016-03-31,Ottawa Senators,3,Minnesota Wild,2,0
2016-03-31,Columbus Blue Jackets,3,New York Islanders,4,0
2016-03-31,Nashville Predators,2,Pittsburgh Penguins,5,0
2016-03-31,Vancouver Canucks,4,San Jose Sharks,2,0
2016-03-31,Montreal Canadiens,3,Tampa Bay Lightning,0,0
2016-04-01,Vancouver Canucks,3,Anaheim Ducks,2,0
2016-04-01,Washington Capitals,4,Colorado Avalanche,2,0
2016-04-01,Minnesota Wild,2,Detroit Red Wings,3,0
2016-04-01,Boston Bruins,6,St. Louis Blues,5,0
2016-04-01,Chicago Blackhawks,5,Winnipeg Jets,4,1
2016-04-02,Washington Capitals,0,Arizona Coyotes,3,0
2016-04-02,Columbus Blue Jackets,5,Carolina Hurricanes,1,0
2016-04-02,Calgary Flames,5,Edmonton Oilers,0,0
2016-04-02,Montreal Canadiens,3,Florida Panthers,4,0
2016-04-02,Dallas Stars,3,Los Angeles Kings,2,0
2016-04-02,San Jose Sharks,3,Nashville Predators,2,1
2016-04-02,Pittsburgh Penguins,5,New York Islanders,0,0
2016-04-02,Buffalo Sabres,4,New York Rangers,3,0
2016-04-02,Ottawa Senators,2,Philadelphia Flyers,3,0
2016-04-02,New Jersey Devils,1,Tampa Bay Lightning,3,0
2016-04-02,Detroit Red Wings,3,Toronto Maple Leafs,2,0
2016-04-03,Dallas Stars,1,Anaheim Ducks,3,0
2016-04-03,Boston Bruins,4,Chicago Blackhawks,6,0
2016-04-03,St. Louis Blues,5,Colorado Avalanche,1,0
2016-04-03,Philadelphia Flyers,2,Pittsburgh Penguins,6,0
2016-04-03,Minnesota Wild,1,Winnipeg Jets,5,0
2016-04-04,New York Rangers,4,Columbus Blue Jackets,2,0
2016-04-04,Tampa Bay Lightning,2,New York Islanders,5,0
2016-04-04,Arizona Coyotes,2,St. Louis Blues,5,0
2016-04-04,Florida Panthers,4,Toronto Maple Leafs,3,0
2016-04-04,Los Angeles Kings,2,Vancouver Canucks,3,0
2016-04-05,Winnipeg Jets,2,Anaheim Ducks,1,1
2016-04-05,Carolina Hurricanes,2,Boston Bruins,1,1
2016-04-05,Los Angeles Kings,5,Calgary Flames,4,1
2016-04-05,Arizona Coyotes,2,Chicago Blackhawks,6,0
2016-04-05,San Jose Sharks,3,Minnesota Wild,0,0
2016-04-05,Florida Panthers,4,Montreal Canadiens,1,0
2016-04-05,Buffalo Sabres,3,New Jersey Devils,1,0
2016-04-05,Colorado Avalanche,3,Nashville Predators,4,0
2016-04-05,Tampa Bay Lightning,2,New York Rangers,3,0
2016-04-05,Pittsburgh Penguins,5,Ottawa Senators,3,0
2016-04-05,New York Islanders,4,Washington Capitals,3,1
2016-04-06,Philadelphia Flyers,0,Detroit Red Wings,3,0
2016-04-06,Vancouver Canucks,2,Edmonton Oilers,6,0
2016-04-06,Columbus Blue Jackets,5,Toronto Maple Leafs,1,0
2016-04-07,Detroit Red Wings,2,Boston Bruins,5,0
2016-04-07,Montreal Canadiens,4,Carolina Hurricanes,2,0
2016-04-07,Vancouver Canucks,3,Calgary Flames,7,0
2016-04-07,St. Louis Blues,2,Chicago Blackhawks,1,1
2016-04-07,Colorado Avalanche,2,Dallas Stars,4,0
2016-04-07,Anaheim Ducks,1,Los Angeles Kings,2,0
2016-04-07,Tampa Bay Lightning,4,New Jersey Devils,2,0
2016-04-07,Arizona Coyotes,2,Nashville Predators,3,1
2016-04-07,New York Islanders,4,New York Rangers,1,0
2016-04-07,Florida Panthers,1,Ottawa Senators,3,0
2016-04-07,Toronto Maple Leafs,4,Philadelphia Flyers,3,1
2016-04-07,Winnipeg Jets,5,San Jose Sharks,4,0
2016-04-07,Pittsburgh Penguins,4,Washington Capitals,3,1
2016-04-08,Columbus Blue Jackets,4,Buffalo Sabres,1,0
2016-04-09,Ottawa Senators,6,Boston Bruins,1,0
2016-04-09,Chicago Blackhawks,4,Columbus Blue Jackets,5,1
2016-04-09,Anaheim Ducks,5,Colorado Avalanche,3,0
2016-04-09,Nashville Predators,2,Dallas Stars,3,0
2016-04-09,Carolina Hurricanes,2,Florida Panthers,5,0
2016-04-09,Winnipeg Jets,4,Los Angeles Kings,3,1
2016-04-09,Calgary Flames,2,Minnesota Wild,1,0
2016-04-09,Tampa Bay Lightning,2,Montreal Canadiens,5,0
2016-04-09,Toronto Maple Leafs,1,New Jersey Devils,5,0
2016-04-09,Buffalo Sabres,4,New York Islanders,3,1
2016-04-09,Detroit Red Wings,2,New York Rangers,3,0
2016-04-09,Pittsburgh Penguins,1,Philadelphia Flyers,3,0
2016-04-09,Arizona Coyotes,0,San Jose Sharks,1,0
2016-04-09,Washington Capitals,5,St. Louis Blues,1,0
2016-04-09,Edmonton Oilers,3,Vancouver Canucks,4,1
2016-04-10,Philadelphia Flyers,5,New York Islanders,2,0
2016-04-10,Anaheim Ducks,2,Washington Capitals,0,0
