Date,Visitor,G_Vis,Home,G_Home,OT Ind,Season
2004-05-29,Tampa Bay Lightning,0,Calgary Flames,3,0,playoffs2004
2004-05-31,Tampa Bay Lightning,1,Calgary Flames,0,0,playoffs2004
2004-06-03,Calgary Flames,3,Tampa Bay Lightning,2,1,playoffs2004
2004-06-05,Tampa Bay Lightning,3,Calgary Flames,2,0,playoffs2004
2004-06-07,Calgary Flames,1,Tampa Bay Lightning,2,0,playoffs2004
2006-04-21,Edmonton Oilers,2,Detroit Red Wings,3,0,playoffs2006
2006-04-21,Mighty Ducks of Anaheim,1,Calgary Flames,2,1,playoffs2006
2006-04-21,Tampa Bay Lightning,1,Ottawa Senators,4,0,playoffs2006
2006-04-21,San Jose Sharks,3,Nashville Predators,4,0,playoffs2006
2006-04-22,Philadelphia Flyers,2,Buffalo Sabres,3,0,playoffs2006
2006-04-22,New York Rangers,1,New Jersey Devils,6,0,playoffs2006
2006-04-22,Colorado Avalanche,5,Dallas Stars,2,0,playoffs2006
2006-04-22,Montreal Canadiens,6,Carolina Hurricanes,1,0,playoffs2006
2006-04-23,Mighty Ducks of Anaheim,4,Calgary Flames,3,0,playoffs2006
2006-04-23,Edmonton Oilers,4,Detroit Red Wings,2,0,playoffs2006
2006-04-23,San Jose Sharks,3,Nashville Predators,0,0,playoffs2006
2006-04-23,Tampa Bay Lightning,4,Ottawa Senators,3,0,playoffs2006
2006-04-24,Philadelphia Flyers,2,Buffalo Sabres,8,0,playoffs2006
2006-04-24,Montreal Canadiens,6,Carolina Hurricanes,5,0,playoffs2006
2006-04-24,Colorado Avalanche,5,Dallas Stars,4,1,playoffs2006
2006-04-24,New York Rangers,1,New Jersey Devils,4,0,playoffs2006
2006-04-25,Detroit Red Wings,3,Edmonton Oilers,4,0,playoffs2006
2006-04-25,Calgary Flames,5,Mighty Ducks of Anaheim,2,0,playoffs2006
2006-04-25,Nashville Predators,1,San Jose Sharks,4,0,playoffs2006
2006-04-25,Ottawa Senators,8,Tampa Bay Lightning,4,0,playoffs2006
2006-04-26,Buffalo Sabres,2,Philadelphia Flyers,4,0,playoffs2006
2006-04-26,New Jersey Devils,3,New York Rangers,0,0,playoffs2006
2006-04-26,Dallas Stars,3,Colorado Avalanche,4,1,playoffs2006
2006-04-26,Carolina Hurricanes,2,Montreal Canadiens,1,1,playoffs2006
2006-04-27,Detroit Red Wings,4,Edmonton Oilers,2,0,playoffs2006
2006-04-27,Calgary Flames,2,Mighty Ducks of Anaheim,3,1,playoffs2006
2006-04-27,Nashville Predators,4,San Jose Sharks,5,0,playoffs2006
2006-04-27,Ottawa Senators,5,Tampa Bay Lightning,2,0,playoffs2006
2006-04-28,Dallas Stars,4,Colorado Avalanche,1,0,playoffs2006
2006-04-28,Carolina Hurricanes,3,Montreal Canadiens,2,0,playoffs2006
2006-04-28,Buffalo Sabres,4,Philadelphia Flyers,5,0,playoffs2006
2006-04-29,Edmonton Oilers,3,Detroit Red Wings,2,0,playoffs2006
2006-04-29,Tampa Bay Lightning,2,Ottawa Senators,3,0,playoffs2006
2006-04-29,New Jersey Devils,4,New York Rangers,2,0,playoffs2006
2006-04-29,Mighty Ducks of Anaheim,2,Calgary Flames,3,0,playoffs2006
2006-04-30,Philadelphia Flyers,0,Buffalo Sabres,3,0,playoffs2006
2006-04-30,Montreal Canadiens,1,Carolina Hurricanes,2,0,playoffs2006
2006-04-30,Colorado Avalanche,3,Dallas Stars,2,1,playoffs2006
2006-04-30,San Jose Sharks,2,Nashville Predators,1,0,playoffs2006
2006-05-01,Detroit Red Wings,3,Edmonton Oilers,4,0,playoffs2006
2006-05-01,Calgary Flames,1,Mighty Ducks of Anaheim,2,0,playoffs2006
2006-05-02,Carolina Hurricanes,2,Montreal Canadiens,1,1,playoffs2006
2006-05-02,Buffalo Sabres,7,Philadelphia Flyers,1,0,playoffs2006
2006-05-03,Mighty Ducks of Anaheim,3,Calgary Flames,0,0,playoffs2006
2006-05-05,Buffalo Sabres,7,Ottawa Senators,6,1,playoffs2006
2006-05-05,Colorado Avalanche,0,Mighty Ducks of Anaheim,5,0,playoffs2006
2006-05-06,New Jersey Devils,0,Carolina Hurricanes,6,0,playoffs2006
2006-05-07,Colorado Avalanche,0,Mighty Ducks of Anaheim,3,0,playoffs2006
2006-05-07,Edmonton Oilers,1,San Jose Sharks,2,0,playoffs2006
2006-05-08,New Jersey Devils,2,Carolina Hurricanes,3,1,playoffs2006
2006-05-08,Buffalo Sabres,2,Ottawa Senators,1,0,playoffs2006
2006-05-08,Edmonton Oilers,1,San Jose Sharks,2,0,playoffs2006
2006-05-09,Mighty Ducks of Anaheim,4,Colorado Avalanche,3,1,playoffs2006
2006-05-10,Ottawa Senators,2,Buffalo Sabres,3,1,playoffs2006
2006-05-10,Carolina Hurricanes,3,New Jersey Devils,2,0,playoffs2006
2006-05-10,San Jose Sharks,2,Edmonton Oilers,3,0,playoffs2006
2006-05-11,Ottawa Senators,2,Buffalo Sabres,1,0,playoffs2006
2006-05-11,Mighty Ducks of Anaheim,4,Colorado Avalanche,1,0,playoffs2006
2006-05-12,San Jose Sharks,3,Edmonton Oilers,6,0,playoffs2006
2006-05-13,Carolina Hurricanes,1,New Jersey Devils,5,0,playoffs2006
2006-05-13,Buffalo Sabres,3,Ottawa Senators,2,1,playoffs2006
2006-05-14,Edmonton Oilers,6,San Jose Sharks,3,0,playoffs2006
2006-05-14,New Jersey Devils,1,Carolina Hurricanes,4,0,playoffs2006
2006-05-17,San Jose Sharks,0,Edmonton Oilers,2,0,playoffs2006
2006-05-19,Edmonton Oilers,3,Mighty Ducks of Anaheim,1,0,playoffs2006
2006-05-20,Buffalo Sabres,3,Carolina Hurricanes,2,0,playoffs2006
2006-05-21,Edmonton Oilers,3,Mighty Ducks of Anaheim,1,0,playoffs2006
2006-05-22,Buffalo Sabres,3,Carolina Hurricanes,4,0,playoffs2006
2006-05-23,Mighty Ducks of Anaheim,4,Edmonton Oilers,5,0,playoffs2006
2006-05-24,Carolina Hurricanes,3,Buffalo Sabres,4,0,playoffs2006
2006-05-25,Mighty Ducks of Anaheim,6,Edmonton Oilers,3,0,playoffs2006
2006-05-26,Carolina Hurricanes,4,Buffalo Sabres,0,0,playoffs2006
2006-05-27,Edmonton Oilers,2,Mighty Ducks of Anaheim,1,0,playoffs2006
2006-05-28,Buffalo Sabres,3,Carolina Hurricanes,4,1,playoffs2006
2006-05-30,Carolina Hurricanes,1,Buffalo Sabres,2,1,playoffs2006
2006-06-01,Buffalo Sabres,2,Carolina Hurricanes,4,0,playoffs2006
2006-06-05,Edmonton Oilers,4,Carolina Hurricanes,5,0,playoffs2006
2006-06-07,Edmonton Oilers,0,Carolina Hurricanes,5,0,playoffs2006
2006-06-10,Carolina Hurricanes,1,Edmonton Oilers,2,0,playoffs2006
2006-06-12,Carolina Hurricanes,2,Edmonton Oilers,1,0,playoffs2006
2006-06-14,Edmonton Oilers,4,Carolina Hurricanes,3,1,playoffs2006
2006-06-17,Carolina Hurricanes,0,Edmonton Oilers,4,0,playoffs2006
2006-06-19,Edmonton Oilers,1,Carolina Hurricanes,3,0,playoffs2006
2007-04-11,San Jose Sharks,5,Nashville Predators,4,0,playoffs2007
2007-04-11,Minnesota Wild,1,Anaheim Ducks,2,0,playoffs2007
2007-04-11,Dallas Stars,4,Vancouver Canucks,5,0,playoffs2007
2007-04-11,Pittsburgh Penguins,3,Ottawa Senators,6,0,playoffs2007
2007-04-12,New York Rangers,4,Atlanta Thrashers,3,0,playoffs2007
2007-04-12,New York Islanders,1,Buffalo Sabres,4,0,playoffs2007
2007-04-12,Calgary Flames,1,Detroit Red Wings,4,0,playoffs2007
2007-04-12,Tampa Bay Lightning,3,New Jersey Devils,5,0,playoffs2007
2007-04-13,Minnesota Wild,2,Anaheim Ducks,3,0,playoffs2007
2007-04-13,San Jose Sharks,2,Nashville Predators,5,0,playoffs2007
2007-04-13,Dallas Stars,2,Vancouver Canucks,0,0,playoffs2007
2007-04-14,Pittsburgh Penguins,4,Ottawa Senators,3,0,playoffs2007
2007-04-14,Tampa Bay Lightning,3,New Jersey Devils,2,0,playoffs2007
2007-04-14,New York Islanders,3,Buffalo Sabres,2,0,playoffs2007
2007-04-14,New York Rangers,2,Atlanta Thrashers,1,0,playoffs2007
2007-04-15,Vancouver Canucks,2,Dallas Stars,1,1,playoffs2007
2007-04-15,Calgary Flames,1,Detroit Red Wings,3,0,playoffs2007
2007-04-15,Anaheim Ducks,2,Minnesota Wild,1,0,playoffs2007
2007-04-15,Ottawa Senators,4,Pittsburgh Penguins,2,0,playoffs2007
2007-04-16,Buffalo Sabres,3,New York Islanders,2,0,playoffs2007
2007-04-16,Nashville Predators,1,San Jose Sharks,3,0,playoffs2007
2007-04-16,New Jersey Devils,2,Tampa Bay Lightning,3,0,playoffs2007
2007-04-17,Detroit Red Wings,2,Calgary Flames,3,0,playoffs2007
2007-04-17,Ottawa Senators,2,Pittsburgh Penguins,1,0,playoffs2007
2007-04-17,Atlanta Thrashers,0,New York Rangers,7,0,playoffs2007
2007-04-17,Anaheim Ducks,1,Minnesota Wild,4,0,playoffs2007
2007-04-17,Vancouver Canucks,2,Dallas Stars,1,0,playoffs2007
2007-04-18,Buffalo Sabres,4,New York Islanders,2,0,playoffs2007
2007-04-18,Atlanta Thrashers,2,New York Rangers,4,0,playoffs2007
2007-04-18,Nashville Predators,2,San Jose Sharks,3,0,playoffs2007
2007-04-18,New Jersey Devils,4,Tampa Bay Lightning,3,1,playoffs2007
2007-04-19,Minnesota Wild,1,Anaheim Ducks,4,0,playoffs2007
2007-04-19,Detroit Red Wings,2,Calgary Flames,3,0,playoffs2007
2007-04-19,Pittsburgh Penguins,0,Ottawa Senators,3,0,playoffs2007
2007-04-19,Dallas Stars,1,Vancouver Canucks,0,1,playoffs2007
2007-04-20,New York Islanders,3,Buffalo Sabres,4,0,playoffs2007
2007-04-20,Tampa Bay Lightning,0,New Jersey Devils,3,0,playoffs2007
2007-04-20,San Jose Sharks,3,Nashville Predators,2,0,playoffs2007
2007-04-21,Vancouver Canucks,0,Dallas Stars,2,0,playoffs2007
2007-04-21,Calgary Flames,1,Detroit Red Wings,5,0,playoffs2007
2007-04-22,Detroit Red Wings,2,Calgary Flames,1,0,playoffs2007
2007-04-22,New Jersey Devils,3,Tampa Bay Lightning,2,0,playoffs2007
2007-04-23,Dallas Stars,1,Vancouver Canucks,4,0,playoffs2007
2007-04-25,New York Rangers,2,Buffalo Sabres,5,0,playoffs2007
2007-04-25,Vancouver Canucks,1,Anaheim Ducks,5,0,playoffs2007
2007-04-26,San Jose Sharks,2,Detroit Red Wings,0,0,playoffs2007
2007-04-26,Ottawa Senators,5,New Jersey Devils,4,0,playoffs2007
2007-04-27,Vancouver Canucks,2,Anaheim Ducks,1,0,playoffs2007
2007-04-27,New York Rangers,2,Buffalo Sabres,3,0,playoffs2007
2007-04-28,San Jose Sharks,2,Detroit Red Wings,3,0,playoffs2007
2007-04-28,Ottawa Senators,2,New Jersey Devils,3,0,playoffs2007
2007-04-29,Anaheim Ducks,3,Vancouver Canucks,2,0,playoffs2007
2007-04-29,Buffalo Sabres,1,New York Rangers,2,0,playoffs2007
2007-04-30,New Jersey Devils,0,Ottawa Senators,2,0,playoffs2007
2007-04-30,Detroit Red Wings,1,San Jose Sharks,2,0,playoffs2007
2007-05-01,Buffalo Sabres,1,New York Rangers,2,0,playoffs2007
2007-05-01,Anaheim Ducks,3,Vancouver Canucks,2,1,playoffs2007
2007-05-02,New Jersey Devils,2,Ottawa Senators,3,0,playoffs2007
2007-05-02,Detroit Red Wings,3,San Jose Sharks,2,1,playoffs2007
2007-05-03,Vancouver Canucks,1,Anaheim Ducks,2,0,playoffs2007
2007-05-04,New York Rangers,1,Buffalo Sabres,2,1,playoffs2007
2007-05-05,San Jose Sharks,1,Detroit Red Wings,4,0,playoffs2007
2007-05-05,Ottawa Senators,3,New Jersey Devils,2,0,playoffs2007
2007-05-06,Buffalo Sabres,5,New York Rangers,4,0,playoffs2007
2007-05-07,Detroit Red Wings,2,San Jose Sharks,0,0,playoffs2007
2007-05-10,Ottawa Senators,5,Buffalo Sabres,2,0,playoffs2007
2007-05-11,Anaheim Ducks,1,Detroit Red Wings,2,0,playoffs2007
2007-05-12,Ottawa Senators,4,Buffalo Sabres,3,0,playoffs2007
2007-05-13,Anaheim Ducks,4,Detroit Red Wings,3,1,playoffs2007
2007-05-14,Buffalo Sabres,0,Ottawa Senators,1,0,playoffs2007
2007-05-15,Detroit Red Wings,5,Anaheim Ducks,0,0,playoffs2007
2007-05-16,Buffalo Sabres,3,Ottawa Senators,2,0,playoffs2007
2007-05-17,Detroit Red Wings,3,Anaheim Ducks,5,0,playoffs2007
2007-05-19,Ottawa Senators,3,Buffalo Sabres,2,1,playoffs2007
2007-05-20,Anaheim Ducks,2,Detroit Red Wings,1,1,playoffs2007
2007-05-22,Detroit Red Wings,3,Anaheim Ducks,4,0,playoffs2007
2007-05-28,Ottawa Senators,2,Anaheim Ducks,3,0,playoffs2007
2007-05-30,Ottawa Senators,0,Anaheim Ducks,1,0,playoffs2007
2007-06-02,Anaheim Ducks,3,Ottawa Senators,5,0,playoffs2007
2007-06-04,Anaheim Ducks,3,Ottawa Senators,2,0,playoffs2007
2007-06-06,Ottawa Senators,2,Anaheim Ducks,6,0,playoffs2007
2008-04-09,New York Rangers,4,New Jersey Devils,1,0,playoffs2008
2008-04-09,Colorado Avalanche,3,Minnesota Wild,2,1,playoffs2008
2008-04-09,Calgary Flames,3,San Jose Sharks,2,0,playoffs2008
2008-04-09,Ottawa Senators,0,Pittsburgh Penguins,4,0,playoffs2008
2008-04-10,Dallas Stars,4,Anaheim Ducks,0,0,playoffs2008
2008-04-10,Nashville Predators,1,Detroit Red Wings,3,0,playoffs2008
2008-04-10,Boston Bruins,1,Montreal Canadiens,4,0,playoffs2008
2008-04-10,Calgary Flames,0,San Jose Sharks,2,0,playoffs2008
2008-04-11,Colorado Avalanche,2,Minnesota Wild,3,1,playoffs2008
2008-04-11,New York Rangers,2,New Jersey Devils,1,0,playoffs2008
2008-04-11,Ottawa Senators,3,Pittsburgh Penguins,5,0,playoffs2008
2008-04-11,Philadelphia Flyers,4,Washington Capitals,5,0,playoffs2008
2008-04-12,Boston Bruins,2,Montreal Canadiens,3,1,playoffs2008
2008-04-12,Nashville Predators,2,Detroit Red Wings,4,0,playoffs2008
2008-04-12,Dallas Stars,5,Anaheim Ducks,2,0,playoffs2008
2008-04-13,Montreal Canadiens,1,Boston Bruins,2,1,playoffs2008
2008-04-13,San Jose Sharks,3,Calgary Flames,4,0,playoffs2008
2008-04-13,New Jersey Devils,4,New York Rangers,3,1,playoffs2008
2008-04-13,Philadelphia Flyers,2,Washington Capitals,0,0,playoffs2008
2008-04-14,Minnesota Wild,3,Colorado Avalanche,2,1,playoffs2008
2008-04-14,Detroit Red Wings,3,Nashville Predators,5,0,playoffs2008
2008-04-14,Pittsburgh Penguins,4,Ottawa Senators,1,0,playoffs2008
2008-04-15,San Jose Sharks,3,Calgary Flames,2,0,playoffs2008
2008-04-15,Washington Capitals,3,Philadelphia Flyers,6,0,playoffs2008
2008-04-15,Anaheim Ducks,4,Dallas Stars,2,0,playoffs2008
2008-04-15,Montreal Canadiens,1,Boston Bruins,0,0,playoffs2008
2008-04-15,Minnesota Wild,1,Colorado Avalanche,5,0,playoffs2008
2008-04-16,Detroit Red Wings,2,Nashville Predators,3,0,playoffs2008
2008-04-16,New Jersey Devils,3,New York Rangers,5,0,playoffs2008
2008-04-16,Pittsburgh Penguins,3,Ottawa Senators,1,0,playoffs2008
2008-04-17,Calgary Flames,3,San Jose Sharks,4,0,playoffs2008
2008-04-17,Washington Capitals,3,Philadelphia Flyers,4,0,playoffs2008
2008-04-17,Boston Bruins,5,Montreal Canadiens,1,0,playoffs2008
2008-04-17,Colorado Avalanche,3,Minnesota Wild,2,0,playoffs2008
2008-04-17,Anaheim Ducks,1,Dallas Stars,3,0,playoffs2008
2008-04-18,Dallas Stars,2,Anaheim Ducks,5,0,playoffs2008
2008-04-18,Nashville Predators,1,Detroit Red Wings,2,1,playoffs2008
2008-04-18,New York Rangers,5,New Jersey Devils,3,0,playoffs2008
2008-04-19,Montreal Canadiens,4,Boston Bruins,5,0,playoffs2008
2008-04-19,Minnesota Wild,1,Colorado Avalanche,2,0,playoffs2008
2008-04-19,Philadelphia Flyers,2,Washington Capitals,3,0,playoffs2008
2008-04-20,Detroit Red Wings,3,Nashville Predators,0,0,playoffs2008
2008-04-20,Anaheim Ducks,1,Dallas Stars,4,0,playoffs2008
2008-04-20,San Jose Sharks,0,Calgary Flames,2,0,playoffs2008
2008-04-21,Boston Bruins,0,Montreal Canadiens,5,0,playoffs2008
2008-04-21,Washington Capitals,4,Philadelphia Flyers,2,0,playoffs2008
2008-04-22,Calgary Flames,3,San Jose Sharks,5,0,playoffs2008
2008-04-22,Philadelphia Flyers,3,Washington Capitals,2,1,playoffs2008
2008-04-24,Colorado Avalanche,3,Detroit Red Wings,4,0,playoffs2008
2008-04-24,Philadelphia Flyers,3,Montreal Canadiens,4,1,playoffs2008
2008-04-25,New York Rangers,4,Pittsburgh Penguins,5,0,playoffs2008
2008-04-25,Dallas Stars,3,San Jose Sharks,2,1,playoffs2008
2008-04-26,Colorado Avalanche,1,Detroit Red Wings,5,0,playoffs2008
2008-04-26,Philadelphia Flyers,4,Montreal Canadiens,2,0,playoffs2008
2008-04-27,Dallas Stars,5,San Jose Sharks,2,0,playoffs2008
2008-04-27,New York Rangers,0,Pittsburgh Penguins,2,0,playoffs2008
2008-04-28,Montreal Canadiens,2,Philadelphia Flyers,3,0,playoffs2008
2008-04-29,Detroit Red Wings,4,Colorado Avalanche,3,0,playoffs2008
2008-04-29,San Jose Sharks,1,Dallas Stars,2,1,playoffs2008
2008-04-29,Pittsburgh Penguins,5,New York Rangers,3,0,playoffs2008
2008-04-30,San Jose Sharks,2,Dallas Stars,1,0,playoffs2008
2008-04-30,Montreal Canadiens,2,Philadelphia Flyers,4,0,playoffs2008
2008-05-01,Detroit Red Wings,8,Colorado Avalanche,2,0,playoffs2008
2008-05-01,Pittsburgh Penguins,0,New York Rangers,3,0,playoffs2008
2008-05-02,Dallas Stars,2,San Jose Sharks,3,1,playoffs2008
2008-05-03,Philadelphia Flyers,6,Montreal Canadiens,4,0,playoffs2008
2008-05-04,San Jose Sharks,1,Dallas Stars,2,0,playoffs2008
2008-05-04,New York Rangers,2,Pittsburgh Penguins,3,1,playoffs2008
2008-05-08,Dallas Stars,1,Detroit Red Wings,4,0,playoffs2008
2008-05-09,Philadelphia Flyers,2,Pittsburgh Penguins,4,0,playoffs2008
2008-05-10,Dallas Stars,1,Detroit Red Wings,2,0,playoffs2008
2008-05-11,Philadelphia Flyers,2,Pittsburgh Penguins,4,0,playoffs2008
2008-05-12,Detroit Red Wings,5,Dallas Stars,2,0,playoffs2008
2008-05-13,Pittsburgh Penguins,4,Philadelphia Flyers,1,0,playoffs2008
2008-05-14,Detroit Red Wings,1,Dallas Stars,3,0,playoffs2008
2008-05-15,Pittsburgh Penguins,2,Philadelphia Flyers,4,0,playoffs2008
2008-05-17,Dallas Stars,2,Detroit Red Wings,1,0,playoffs2008
2008-05-18,Philadelphia Flyers,0,Pittsburgh Penguins,6,0,playoffs2008
2008-05-19,Detroit Red Wings,4,Dallas Stars,1,0,playoffs2008
2008-05-24,Pittsburgh Penguins,0,Detroit Red Wings,4,0,playoffs2008
2008-05-26,Pittsburgh Penguins,0,Detroit Red Wings,3,0,playoffs2008
2008-05-28,Detroit Red Wings,2,Pittsburgh Penguins,3,0,playoffs2008
2008-05-31,Detroit Red Wings,2,Pittsburgh Penguins,1,0,playoffs2008
2008-06-02,Pittsburgh Penguins,4,Detroit Red Wings,3,0,playoffs2008
2008-06-04,Detroit Red Wings,3,Pittsburgh Penguins,2,0,playoffs2008
2009-04-15,Philadelphia Flyers,1,Pittsburgh Penguins,4,0,playoffs2009
2009-04-15,Carolina Hurricanes,1,New Jersey Devils,4,0,playoffs2009
2009-04-15,New York Rangers,4,Washington Capitals,3,0,playoffs2009
2009-04-15,St. Louis Blues,1,Vancouver Canucks,2,0,playoffs2009
2009-04-16,Montreal Canadiens,2,Boston Bruins,4,0,playoffs2009
2009-04-16,Calgary Flames,2,Chicago Blackhawks,3,1,playoffs2009
2009-04-16,Columbus Blue Jackets,1,Detroit Red Wings,4,0,playoffs2009
2009-04-16,Anaheim Ducks,2,San Jose Sharks,0,0,playoffs2009
2009-04-17,Carolina Hurricanes,2,New Jersey Devils,1,1,playoffs2009
2009-04-17,Philadelphia Flyers,2,Pittsburgh Penguins,3,1,playoffs2009
2009-04-17,St. Louis Blues,0,Vancouver Canucks,3,0,playoffs2009
2009-04-18,New York Rangers,1,Washington Capitals,0,0,playoffs2009
2009-04-18,Columbus Blue Jackets,0,Detroit Red Wings,4,0,playoffs2009
2009-04-18,Calgary Flames,2,Chicago Blackhawks,3,0,playoffs2009
2009-04-18,Montreal Canadiens,1,Boston Bruins,5,0,playoffs2009
2009-04-19,New Jersey Devils,3,Carolina Hurricanes,2,1,playoffs2009
2009-04-19,Pittsburgh Penguins,3,Philadelphia Flyers,6,0,playoffs2009
2009-04-19,Anaheim Ducks,3,San Jose Sharks,2,0,playoffs2009
2009-04-19,Vancouver Canucks,3,St. Louis Blues,2,0,playoffs2009
2009-04-20,Chicago Blackhawks,2,Calgary Flames,4,0,playoffs2009
2009-04-20,Boston Bruins,4,Montreal Canadiens,2,0,playoffs2009
2009-04-20,Washington Capitals,4,New York Rangers,0,0,playoffs2009
2009-04-21,New Jersey Devils,3,Carolina Hurricanes,4,0,playoffs2009
2009-04-21,Vancouver Canucks,3,St. Louis Blues,2,1,playoffs2009
2009-04-21,Pittsburgh Penguins,3,Philadelphia Flyers,1,0,playoffs2009
2009-04-21,San Jose Sharks,4,Anaheim Ducks,3,0,playoffs2009
2009-04-21,Detroit Red Wings,4,Columbus Blue Jackets,1,0,playoffs2009
2009-04-22,Chicago Blackhawks,4,Calgary Flames,6,0,playoffs2009
2009-04-22,Boston Bruins,4,Montreal Canadiens,1,0,playoffs2009
2009-04-22,Washington Capitals,1,New York Rangers,2,0,playoffs2009
2009-04-23,San Jose Sharks,0,Anaheim Ducks,4,0,playoffs2009
2009-04-23,Detroit Red Wings,6,Columbus Blue Jackets,5,0,playoffs2009
2009-04-23,Carolina Hurricanes,0,New Jersey Devils,1,0,playoffs2009
2009-04-23,Philadelphia Flyers,3,Pittsburgh Penguins,0,0,playoffs2009
2009-04-24,New York Rangers,0,Washington Capitals,4,0,playoffs2009
2009-04-25,Calgary Flames,1,Chicago Blackhawks,5,0,playoffs2009
2009-04-25,Pittsburgh Penguins,5,Philadelphia Flyers,3,0,playoffs2009
2009-04-25,Anaheim Ducks,2,San Jose Sharks,3,1,playoffs2009
2009-04-26,New Jersey Devils,0,Carolina Hurricanes,4,0,playoffs2009
2009-04-26,Washington Capitals,5,New York Rangers,3,0,playoffs2009
2009-04-27,San Jose Sharks,1,Anaheim Ducks,4,0,playoffs2009
2009-04-27,Chicago Blackhawks,4,Calgary Flames,1,0,playoffs2009
2009-04-28,New York Rangers,1,Washington Capitals,2,0,playoffs2009
2009-04-28,Carolina Hurricanes,4,New Jersey Devils,3,0,playoffs2009
2009-04-30,Chicago Blackhawks,3,Vancouver Canucks,5,0,playoffs2009
2009-05-01,Anaheim Ducks,2,Detroit Red Wings,3,0,playoffs2009
2009-05-01,Carolina Hurricanes,1,Boston Bruins,4,0,playoffs2009
2009-05-02,Chicago Blackhawks,6,Vancouver Canucks,3,0,playoffs2009
2009-05-02,Pittsburgh Penguins,2,Washington Capitals,3,0,playoffs2009
2009-05-03,Carolina Hurricanes,3,Boston Bruins,0,0,playoffs2009
2009-05-03,Anaheim Ducks,4,Detroit Red Wings,3,0,playoffs2009
2009-05-04,Pittsburgh Penguins,3,Washington Capitals,4,0,playoffs2009
2009-05-05,Detroit Red Wings,1,Anaheim Ducks,2,0,playoffs2009
2009-05-05,Vancouver Canucks,3,Chicago Blackhawks,1,0,playoffs2009
2009-05-06,Washington Capitals,2,Pittsburgh Penguins,3,1,playoffs2009
2009-05-06,Boston Bruins,2,Carolina Hurricanes,3,1,playoffs2009
2009-05-07,Detroit Red Wings,6,Anaheim Ducks,3,0,playoffs2009
2009-05-07,Vancouver Canucks,1,Chicago Blackhawks,2,1,playoffs2009
2009-05-08,Boston Bruins,1,Carolina Hurricanes,4,0,playoffs2009
2009-05-08,Washington Capitals,3,Pittsburgh Penguins,5,0,playoffs2009
2009-05-09,Chicago Blackhawks,4,Vancouver Canucks,2,0,playoffs2009
2009-05-09,Pittsburgh Penguins,4,Washington Capitals,3,1,playoffs2009
2009-05-10,Carolina Hurricanes,0,Boston Bruins,4,0,playoffs2009
2009-05-10,Anaheim Ducks,1,Detroit Red Wings,4,0,playoffs2009
2009-05-11,Washington Capitals,5,Pittsburgh Penguins,4,1,playoffs2009
2009-05-11,Vancouver Canucks,5,Chicago Blackhawks,7,0,playoffs2009
2009-05-12,Detroit Red Wings,1,Anaheim Ducks,2,0,playoffs2009
2009-05-12,Boston Bruins,4,Carolina Hurricanes,2,0,playoffs2009
2009-05-13,Pittsburgh Penguins,6,Washington Capitals,2,0,playoffs2009
2009-05-14,Carolina Hurricanes,3,Boston Bruins,2,1,playoffs2009
2009-05-14,Anaheim Ducks,3,Detroit Red Wings,4,0,playoffs2009
2009-05-17,Chicago Blackhawks,2,Detroit Red Wings,5,0,playoffs2009
2009-05-18,Carolina Hurricanes,2,Pittsburgh Penguins,3,0,playoffs2009
2009-05-19,Chicago Blackhawks,2,Detroit Red Wings,3,1,playoffs2009
2009-05-21,Carolina Hurricanes,4,Pittsburgh Penguins,7,0,playoffs2009
2009-05-22,Detroit Red Wings,3,Chicago Blackhawks,4,1,playoffs2009
2009-05-23,Pittsburgh Penguins,6,Carolina Hurricanes,2,0,playoffs2009
2009-05-24,Detroit Red Wings,6,Chicago Blackhawks,1,0,playoffs2009
2009-05-26,Pittsburgh Penguins,4,Carolina Hurricanes,1,0,playoffs2009
2009-05-27,Chicago Blackhawks,1,Detroit Red Wings,2,1,playoffs2009
2009-05-30,Pittsburgh Penguins,1,Detroit Red Wings,3,0,playoffs2009
2009-05-31,Pittsburgh Penguins,1,Detroit Red Wings,3,0,playoffs2009
2009-06-02,Detroit Red Wings,2,Pittsburgh Penguins,4,0,playoffs2009
2009-06-04,Detroit Red Wings,2,Pittsburgh Penguins,4,0,playoffs2009
2009-06-06,Pittsburgh Penguins,0,Detroit Red Wings,5,0,playoffs2009
2009-06-09,Detroit Red Wings,1,Pittsburgh Penguins,2,0,playoffs2009
2009-06-12,Pittsburgh Penguins,2,Detroit Red Wings,1,0,playoffs2009
2010-04-14,Detroit Red Wings,2,Phoenix Coyotes,3,0,playoffs2010
2010-04-14,Ottawa Senators,5,Pittsburgh Penguins,4,0,playoffs2010
2010-04-14,Colorado Avalanche,2,San Jose Sharks,1,0,playoffs2010
2010-04-14,Philadelphia Flyers,2,New Jersey Devils,1,0,playoffs2010
2010-04-15,Boston Bruins,1,Buffalo Sabres,2,0,playoffs2010
2010-04-15,Los Angeles Kings,2,Vancouver Canucks,3,1,playoffs2010
2010-04-15,Montreal Canadiens,3,Washington Capitals,2,1,playoffs2010
2010-04-16,Nashville Predators,4,Chicago Blackhawks,1,0,playoffs2010
2010-04-16,Philadelphia Flyers,3,New Jersey Devils,5,0,playoffs2010
2010-04-16,Detroit Red Wings,7,Phoenix Coyotes,4,0,playoffs2010
2010-04-16,Ottawa Senators,1,Pittsburgh Penguins,2,0,playoffs2010
2010-04-16,Colorado Avalanche,5,San Jose Sharks,6,1,playoffs2010
