Date,Visitor,G_Vis,Home,G_Home,OT Ind,Season
2001-04-11,Los Angeles Kings,3,Detroit Red Wings,5,0,playoffs2001
2001-04-11,Edmonton Oilers,1,Dallas Stars,2,1,playoffs2001
2001-04-11,Buffalo Sabres,2,Philadelphia Flyers,1,0,playoffs2001
2001-04-12,Vancouver Canucks,4,Colorado Avalanche,5,0,playoffs2001
2001-04-12,Carolina Hurricanes,1,New Jersey Devils,5,0,playoffs2001
2001-04-12,San Jose Sharks,1,St. Louis Blues,3,0,playoffs2001
2001-04-12,Pittsburgh Penguins,0,Washington Capitals,1,0,playoffs2001
2001-04-13,Toronto Maple Leafs,1,Ottawa Senators,0,1,playoffs2001
2001-04-14,Toronto Maple Leafs,3,Ottawa Senators,0,0,playoffs2001
2001-04-14,Pittsburgh Penguins,2,Washington Capitals,1,0,playoffs2001
2001-04-14,San Jose Sharks,1,St. Louis Blues,0,0,playoffs2001
2001-04-14,Buffalo Sabres,4,Philadelphia Flyers,3,1,playoffs2001
2001-04-14,Los Angeles Kings,0,Detroit Red Wings,4,0,playoffs2001
2001-04-14,Edmonton Oilers,4,Dallas Stars,3,0,playoffs2001
2001-04-14,Vancouver Canucks,1,Colorado Avalanche,2,0,playoffs2001
2001-04-15,Dallas Stars,3,Edmonton Oilers,2,1,playoffs2001
2001-04-15,Detroit Red Wings,1,Los Angeles Kings,2,0,playoffs2001
2001-04-15,Carolina Hurricanes,0,New Jersey Devils,2,0,playoffs2001
2001-04-16,Colorado Avalanche,4,Vancouver Canucks,3,1,playoffs2001
2001-04-16,Ottawa Senators,2,Toronto Maple Leafs,3,1,playoffs2001
2001-04-16,Washington Capitals,0,Pittsburgh Penguins,3,0,playoffs2001
2001-04-16,Philadelphia Flyers,3,Buffalo Sabres,2,0,playoffs2001
2001-04-16,St. Louis Blues,6,San Jose Sharks,3,0,playoffs2001
2001-04-17,Philadelphia Flyers,3,Buffalo Sabres,4,1,playoffs2001
2001-04-17,New Jersey Devils,4,Carolina Hurricanes,0,0,playoffs2001
2001-04-17,Dallas Stars,1,Edmonton Oilers,2,1,playoffs2001
2001-04-17,St. Louis Blues,2,San Jose Sharks,3,0,playoffs2001
2001-04-18,Colorado Avalanche,5,Vancouver Canucks,1,0,playoffs2001
2001-04-18,Ottawa Senators,1,Toronto Maple Leafs,3,0,playoffs2001
2001-04-18,Washington Capitals,4,Pittsburgh Penguins,3,1,playoffs2001
2001-04-18,Detroit Red Wings,3,Los Angeles Kings,4,1,playoffs2001
2001-04-18,New Jersey Devils,2,Carolina Hurricanes,3,1,playoffs2001
2001-04-19,Edmonton Oilers,3,Dallas Stars,4,1,playoffs2001
2001-04-19,Buffalo Sabres,1,Philadelphia Flyers,3,0,playoffs2001
2001-04-19,San Jose Sharks,2,St. Louis Blues,3,1,playoffs2001
2001-04-20,Carolina Hurricanes,3,New Jersey Devils,2,0,playoffs2001
2001-04-21,Philadelphia Flyers,0,Buffalo Sabres,8,0,playoffs2001
2001-04-21,Los Angeles Kings,3,Detroit Red Wings,2,0,playoffs2001
2001-04-21,Dallas Stars,3,Edmonton Oilers,1,0,playoffs2001
2001-04-21,St. Louis Blues,2,San Jose Sharks,1,0,playoffs2001
2001-04-21,Pittsburgh Penguins,2,Washington Capitals,1,0,playoffs2001
2001-04-22,New Jersey Devils,5,Carolina Hurricanes,1,0,playoffs2001
2001-04-23,Washington Capitals,3,Pittsburgh Penguins,4,1,playoffs2001
2001-04-23,Detroit Red Wings,2,Los Angeles Kings,3,1,playoffs2001
2001-04-26,Pittsburgh Penguins,3,Buffalo Sabres,0,0,playoffs2001
2001-04-26,Toronto Maple Leafs,2,New Jersey Devils,0,0,playoffs2001
2001-04-26,Los Angeles Kings,4,Colorado Avalanche,3,1,playoffs2001
2001-04-27,St. Louis Blues,4,Dallas Stars,2,0,playoffs2001
2001-04-28,Pittsburgh Penguins,3,Buffalo Sabres,1,0,playoffs2001
2001-04-28,Los Angeles Kings,0,Colorado Avalanche,2,0,playoffs2001
2001-04-28,Toronto Maple Leafs,5,New Jersey Devils,6,1,playoffs2001
2001-04-29,St. Louis Blues,2,Dallas Stars,1,0,playoffs2001
2001-04-30,Colorado Avalanche,4,Los Angeles Kings,3,0,playoffs2001
2001-04-30,Buffalo Sabres,4,Pittsburgh Penguins,1,0,playoffs2001
2001-05-01,New Jersey Devils,3,Toronto Maple Leafs,2,1,playoffs2001
2001-05-01,Dallas Stars,2,St. Louis Blues,3,0,playoffs2001
2001-05-02,Colorado Avalanche,3,Los Angeles Kings,0,0,playoffs2001
2001-05-02,Buffalo Sabres,5,Pittsburgh Penguins,2,0,playoffs2001
2001-05-03,Dallas Stars,1,St. Louis Blues,4,0,playoffs2001
2001-05-03,New Jersey Devils,1,Toronto Maple Leafs,3,0,playoffs2001
2001-05-04,Los Angeles Kings,1,Colorado Avalanche,0,0,playoffs2001
2001-05-05,Pittsburgh Penguins,2,Buffalo Sabres,3,1,playoffs2001
2001-05-05,Toronto Maple Leafs,3,New Jersey Devils,2,0,playoffs2001
2001-05-06,Colorado Avalanche,0,Los Angeles Kings,1,0,playoffs2001
2001-05-07,New Jersey Devils,4,Toronto Maple Leafs,2,0,playoffs2001
2001-05-08,Buffalo Sabres,2,Pittsburgh Penguins,3,1,playoffs2001
2001-05-09,Los Angeles Kings,1,Colorado Avalanche,5,0,playoffs2001
2001-05-09,Toronto Maple Leafs,1,New Jersey Devils,5,0,playoffs2001
2001-05-10,Pittsburgh Penguins,3,Buffalo Sabres,2,1,playoffs2001
2001-05-12,St. Louis Blues,1,Colorado Avalanche,4,0,playoffs2001
2001-05-12,Pittsburgh Penguins,1,New Jersey Devils,3,0,playoffs2001
2001-05-14,St. Louis Blues,2,Colorado Avalanche,4,0,playoffs2001
2001-05-15,Pittsburgh Penguins,4,New Jersey Devils,2,0,playoffs2001
2001-05-16,Colorado Avalanche,3,St. Louis Blues,4,0,playoffs2001
2001-05-17,New Jersey Devils,3,Pittsburgh Penguins,0,0,playoffs2001
2001-05-18,Colorado Avalanche,4,St. Louis Blues,3,1,playoffs2001
2001-05-19,New Jersey Devils,5,Pittsburgh Penguins,0,0,playoffs2001
2001-05-21,St. Louis Blues,1,Colorado Avalanche,2,1,playoffs2001
2001-05-22,Pittsburgh Penguins,2,New Jersey Devils,4,0,playoffs2001
2001-05-26,New Jersey Devils,0,Colorado Avalanche,5,0,playoffs2001
2001-05-29,New Jersey Devils,2,Colorado Avalanche,1,0,playoffs2001
2001-05-31,Colorado Avalanche,3,New Jersey Devils,1,0,playoffs2001
2001-06-02,Colorado Avalanche,2,New Jersey Devils,3,0,playoffs2001
2001-06-04,New Jersey Devils,4,Colorado Avalanche,1,0,playoffs2001
2001-06-07,Colorado Avalanche,4,New Jersey Devils,0,0,playoffs2001
2001-06-09,New Jersey Devils,1,Colorado Avalanche,3,0,playoffs2001
2002-04-17,Vancouver Canucks,4,Detroit Red Wings,3,1,playoffs2002
2002-04-17,New Jersey Devils,1,Carolina Hurricanes,2,0,playoffs2002
2002-04-17,Phoenix Coyotes,1,San Jose Sharks,2,0,playoffs2002
2002-04-17,Ottawa Senators,0,Philadelphia Flyers,1,1,playoffs2002
2002-04-18,Montreal Canadiens,5,Boston Bruins,2,0,playoffs2002
2002-04-18,New York Islanders,1,Toronto Maple Leafs,3,0,playoffs2002
2002-04-18,Los Angeles Kings,3,Colorado Avalanche,4,0,playoffs2002
2002-04-18,Chicago Blackhawks,2,St. Louis Blues,1,0,playoffs2002
2002-04-19,New Jersey Devils,1,Carolina Hurricanes,2,1,playoffs2002
2002-04-19,Vancouver Canucks,5,Detroit Red Wings,2,0,playoffs2002
2002-04-20,Los Angeles Kings,3,Colorado Avalanche,5,0,playoffs2002
2002-04-20,Ottawa Senators,3,Philadelphia Flyers,0,0,playoffs2002
2002-04-20,Phoenix Coyotes,3,San Jose Sharks,1,0,playoffs2002
2002-04-20,Chicago Blackhawks,0,St. Louis Blues,2,0,playoffs2002
2002-04-20,New York Islanders,0,Toronto Maple Leafs,2,0,playoffs2002
2002-04-21,Montreal Canadiens,4,Boston Bruins,6,0,playoffs2002
2002-04-21,Detroit Red Wings,3,Vancouver Canucks,1,0,playoffs2002
2002-04-21,Carolina Hurricanes,0,New Jersey Devils,4,0,playoffs2002
2002-04-21,St. Louis Blues,4,Chicago Blackhawks,0,0,playoffs2002
2002-04-22,Colorado Avalanche,1,Los Angeles Kings,3,0,playoffs2002
2002-04-22,Philadelphia Flyers,0,Ottawa Senators,3,0,playoffs2002
2002-04-22,San Jose Sharks,4,Phoenix Coyotes,1,0,playoffs2002
2002-04-23,Detroit Red Wings,4,Vancouver Canucks,2,0,playoffs2002
2002-04-23,Toronto Maple Leafs,1,New York Islanders,6,0,playoffs2002
2002-04-23,Boston Bruins,3,Montreal Canadiens,5,0,playoffs2002
2002-04-23,Colorado Avalanche,1,Los Angeles Kings,0,0,playoffs2002
2002-04-23,St. Louis Blues,1,Chicago Blackhawks,0,0,playoffs2002
2002-04-23,Carolina Hurricanes,1,New Jersey Devils,3,0,playoffs2002
2002-04-24,New Jersey Devils,2,Carolina Hurricanes,3,1,playoffs2002
2002-04-24,Toronto Maple Leafs,3,New York Islanders,4,0,playoffs2002
2002-04-24,Philadelphia Flyers,0,Ottawa Senators,3,0,playoffs2002
2002-04-24,San Jose Sharks,2,Phoenix Coyotes,1,0,playoffs2002
2002-04-25,Chicago Blackhawks,3,St. Louis Blues,5,0,playoffs2002
2002-04-25,Boston Bruins,5,Montreal Canadiens,2,0,playoffs2002
2002-04-25,Vancouver Canucks,0,Detroit Red Wings,4,0,playoffs2002
2002-04-25,Los Angeles Kings,1,Colorado Avalanche,0,1,playoffs2002
2002-04-26,Ottawa Senators,2,Philadelphia Flyers,1,1,playoffs2002
2002-04-26,Phoenix Coyotes,1,San Jose Sharks,4,0,playoffs2002
2002-04-26,New York Islanders,3,Toronto Maple Leafs,6,0,playoffs2002
2002-04-27,Montreal Canadiens,2,Boston Bruins,1,0,playoffs2002
2002-04-27,Colorado Avalanche,1,Los Angeles Kings,3,0,playoffs2002
2002-04-27,Carolina Hurricanes,1,New Jersey Devils,0,0,playoffs2002
2002-04-27,Detroit Red Wings,6,Vancouver Canucks,4,0,playoffs2002
2002-04-28,Toronto Maple Leafs,3,New York Islanders,5,0,playoffs2002
2002-04-29,Boston Bruins,1,Montreal Canadiens,2,0,playoffs2002
2002-04-29,Los Angeles Kings,0,Colorado Avalanche,4,0,playoffs2002
2002-04-30,New York Islanders,2,Toronto Maple Leafs,4,0,playoffs2002
2002-05-01,San Jose Sharks,6,Colorado Avalanche,3,0,playoffs2002
2002-05-02,St. Louis Blues,0,Detroit Red Wings,2,0,playoffs2002
2002-05-02,Ottawa Senators,5,Toronto Maple Leafs,0,0,playoffs2002
2002-05-03,Montreal Canadiens,0,Carolina Hurricanes,2,0,playoffs2002
2002-05-04,San Jose Sharks,2,Colorado Avalanche,8,0,playoffs2002
2002-05-04,St. Louis Blues,2,Detroit Red Wings,3,0,playoffs2002
2002-05-04,Ottawa Senators,2,Toronto Maple Leafs,3,0,playoffs2002
2002-05-05,Montreal Canadiens,4,Carolina Hurricanes,1,0,playoffs2002
2002-05-06,Toronto Maple Leafs,2,Ottawa Senators,3,0,playoffs2002
2002-05-06,Colorado Avalanche,4,San Jose Sharks,6,0,playoffs2002
2002-05-07,Carolina Hurricanes,1,Montreal Canadiens,2,1,playoffs2002
2002-05-07,Detroit Red Wings,1,St. Louis Blues,6,0,playoffs2002
2002-05-08,Toronto Maple Leafs,2,Ottawa Senators,1,0,playoffs2002
2002-05-08,Colorado Avalanche,4,San Jose Sharks,1,0,playoffs2002
2002-05-09,Carolina Hurricanes,4,Montreal Canadiens,3,1,playoffs2002
2002-05-09,Detroit Red Wings,4,St. Louis Blues,3,0,playoffs2002
2002-05-10,Ottawa Senators,4,Toronto Maple Leafs,2,0,playoffs2002
2002-05-11,San Jose Sharks,5,Colorado Avalanche,3,0,playoffs2002
2002-05-11,St. Louis Blues,0,Detroit Red Wings,4,0,playoffs2002
2002-05-12,Toronto Maple Leafs,4,Ottawa Senators,3,0,playoffs2002
2002-05-12,Montreal Canadiens,1,Carolina Hurricanes,5,0,playoffs2002
2002-05-13,Carolina Hurricanes,8,Montreal Canadiens,2,0,playoffs2002
2002-05-13,Colorado Avalanche,2,San Jose Sharks,1,1,playoffs2002
2002-05-14,Ottawa Senators,0,Toronto Maple Leafs,3,0,playoffs2002
2002-05-15,San Jose Sharks,0,Colorado Avalanche,1,0,playoffs2002
2002-05-16,Toronto Maple Leafs,2,Carolina Hurricanes,1,0,playoffs2002
2002-05-18,Colorado Avalanche,3,Detroit Red Wings,5,0,playoffs2002
2002-05-19,Toronto Maple Leafs,1,Carolina Hurricanes,2,1,playoffs2002
2002-05-20,Colorado Avalanche,4,Detroit Red Wings,3,1,playoffs2002
2002-05-21,Carolina Hurricanes,2,Toronto Maple Leafs,1,1,playoffs2002
2002-05-22,Detroit Red Wings,2,Colorado Avalanche,1,1,playoffs2002
2002-05-23,Carolina Hurricanes,3,Toronto Maple Leafs,0,0,playoffs2002
2002-05-25,Toronto Maple Leafs,1,Carolina Hurricanes,0,0,playoffs2002
2002-05-25,Detroit Red Wings,2,Colorado Avalanche,3,0,playoffs2002
2002-05-27,Colorado Avalanche,2,Detroit Red Wings,1,1,playoffs2002
2002-05-28,Carolina Hurricanes,2,Toronto Maple Leafs,1,1,playoffs2002
2002-05-29,Detroit Red Wings,2,Colorado Avalanche,0,0,playoffs2002
2002-05-31,Colorado Avalanche,0,Detroit Red Wings,7,0,playoffs2002
2002-06-04,Carolina Hurricanes,3,Detroit Red Wings,2,1,playoffs2002
2002-06-06,Carolina Hurricanes,1,Detroit Red Wings,3,0,playoffs2002
2002-06-08,Detroit Red Wings,3,Carolina Hurricanes,2,0,playoffs2002
2002-06-10,Detroit Red Wings,3,Carolina Hurricanes,0,0,playoffs2002
2002-06-13,Carolina Hurricanes,1,Detroit Red Wings,3,0,playoffs2002
2003-04-09,Boston Bruins,1,New Jersey Devils,2,0,playoffs2003
2003-04-09,New York Islanders,3,Ottawa Senators,0,0,playoffs2003
2003-04-09,Toronto Maple Leafs,5,Philadelphia Flyers,3,0,playoffs2003
2003-04-09,Edmonton Oilers,2,Dallas Stars,1,0,playoffs2003
2003-04-10,Minnesota Wild,4,Colorado Avalanche,2,0,playoffs2003
2003-04-10,Mighty Ducks of Anaheim,2,Detroit Red Wings,1,0,playoffs2003
2003-04-10,Washington Capitals,3,Tampa Bay Lightning,0,0,playoffs2003
2003-04-10,St. Louis Blues,6,Vancouver Canucks,0,0,playoffs2003
2003-04-11,Edmonton Oilers,1,Dallas Stars,6,0,playoffs2003
2003-04-11,Boston Bruins,2,New Jersey Devils,4,0,playoffs2003
2003-04-11,Toronto Maple Leafs,1,Philadelphia Flyers,4,0,playoffs2003
2003-04-12,Mighty Ducks of Anaheim,3,Detroit Red Wings,2,0,playoffs2003
2003-04-12,St. Louis Blues,1,Vancouver Canucks,2,0,playoffs2003
2003-04-12,Washington Capitals,6,Tampa Bay Lightning,3,0,playoffs2003
2003-04-12,New York Islanders,0,Ottawa Senators,3,0,playoffs2003
2003-04-12,Minnesota Wild,2,Colorado Avalanche,3,0,playoffs2003
2003-04-13,New Jersey Devils,3,Boston Bruins,0,0,playoffs2003
2003-04-13,Dallas Stars,2,Edmonton Oilers,3,0,playoffs2003
2003-04-14,Detroit Red Wings,1,Mighty Ducks of Anaheim,2,0,playoffs2003
2003-04-14,Colorado Avalanche,3,Minnesota Wild,0,0,playoffs2003
2003-04-14,Ottawa Senators,3,New York Islanders,2,0,playoffs2003
2003-04-14,Vancouver Canucks,1,St. Louis Blues,3,0,playoffs2003
2003-04-14,Philadelphia Flyers,3,Toronto Maple Leafs,4,0,playoffs2003
2003-04-15,New Jersey Devils,1,Boston Bruins,5,0,playoffs2003
2003-04-15,Tampa Bay Lightning,4,Washington Capitals,3,1,playoffs2003
2003-04-15,Dallas Stars,3,Edmonton Oilers,1,0,playoffs2003
2003-04-16,Detroit Red Wings,2,Mighty Ducks of Anaheim,3,1,playoffs2003
2003-04-16,Colorado Avalanche,3,Minnesota Wild,1,0,playoffs2003
2003-04-16,Ottawa Senators,3,New York Islanders,1,0,playoffs2003
2003-04-16,Vancouver Canucks,1,St. Louis Blues,4,0,playoffs2003
2003-04-16,Philadelphia Flyers,3,Toronto Maple Leafs,2,0,playoffs2003
2003-04-16,Tampa Bay Lightning,3,Washington Capitals,1,0,playoffs2003
2003-04-17,Edmonton Oilers,2,Dallas Stars,5,0,playoffs2003
2003-04-17,Boston Bruins,0,New Jersey Devils,3,0,playoffs2003
2003-04-17,New York Islanders,1,Ottawa Senators,4,0,playoffs2003
2003-04-18,Washington Capitals,1,Tampa Bay Lightning,2,0,playoffs2003
2003-04-18,St. Louis Blues,3,Vancouver Canucks,5,0,playoffs2003
2003-04-19,Minnesota Wild,3,Colorado Avalanche,2,0,playoffs2003
2003-04-19,Dallas Stars,3,Edmonton Oilers,2,0,playoffs2003
2003-04-19,Toronto Maple Leafs,1,Philadelphia Flyers,4,0,playoffs2003
2003-04-20,Vancouver Canucks,4,St. Louis Blues,3,0,playoffs2003
2003-04-20,Tampa Bay Lightning,2,Washington Capitals,1,0,playoffs2003
2003-04-21,Colorado Avalanche,2,Minnesota Wild,3,1,playoffs2003
2003-04-21,Philadelphia Flyers,1,Toronto Maple Leafs,2,0,playoffs2003
2003-04-22,Minnesota Wild,3,Colorado Avalanche,2,1,playoffs2003
2003-04-22,St. Louis Blues,1,Vancouver Canucks,4,0,playoffs2003
2003-04-22,Toronto Maple Leafs,1,Philadelphia Flyers,6,0,playoffs2003
2003-04-24,Mighty Ducks of Anaheim,4,Dallas Stars,3,0,playoffs2003
2003-04-24,Tampa Bay Lightning,0,New Jersey Devils,3,0,playoffs2003
2003-04-25,Philadelphia Flyers,2,Ottawa Senators,4,0,playoffs2003
2003-04-25,Minnesota Wild,3,Vancouver Canucks,4,1,playoffs2003
2003-04-26,Mighty Ducks of Anaheim,3,Dallas Stars,2,1,playoffs2003
2003-04-26,Tampa Bay Lightning,2,New Jersey Devils,3,1,playoffs2003
2003-04-27,Philadelphia Flyers,2,Ottawa Senators,0,0,playoffs2003
2003-04-27,Minnesota Wild,3,Vancouver Canucks,2,0,playoffs2003
2003-04-28,Dallas Stars,2,Mighty Ducks of Anaheim,1,0,playoffs2003
2003-04-28,New Jersey Devils,3,Tampa Bay Lightning,4,0,playoffs2003
2003-04-29,Ottawa Senators,3,Philadelphia Flyers,2,1,playoffs2003
2003-04-29,Vancouver Canucks,3,Minnesota Wild,2,0,playoffs2003
2003-04-30,Dallas Stars,0,Mighty Ducks of Anaheim,1,0,playoffs2003
2003-04-30,New Jersey Devils,3,Tampa Bay Lightning,1,0,playoffs2003
2003-05-01,Ottawa Senators,0,Philadelphia Flyers,1,0,playoffs2003
2003-05-02,Vancouver Canucks,3,Minnesota Wild,2,1,playoffs2003
2003-05-02,Tampa Bay Lightning,1,New Jersey Devils,2,0,playoffs2003
2003-05-03,Mighty Ducks of Anaheim,1,Dallas Stars,4,0,playoffs2003
2003-05-03,Philadelphia Flyers,2,Ottawa Senators,5,0,playoffs2003
2003-05-05,Minnesota Wild,7,Vancouver Canucks,2,0,playoffs2003
2003-05-05,Ottawa Senators,5,Philadelphia Flyers,1,0,playoffs2003
2003-05-05,Dallas Stars,3,Mighty Ducks of Anaheim,4,0,playoffs2003
2003-05-07,Vancouver Canucks,1,Minnesota Wild,5,0,playoffs2003
2003-05-08,Minnesota Wild,4,Vancouver Canucks,2,0,playoffs2003
2003-05-10,Mighty Ducks of Anaheim,1,Minnesota Wild,0,0,playoffs2003
2003-05-10,New Jersey Devils,2,Ottawa Senators,3,1,playoffs2003
2003-05-12,Mighty Ducks of Anaheim,2,Minnesota Wild,0,0,playoffs2003
2003-05-13,New Jersey Devils,4,Ottawa Senators,1,0,playoffs2003
2003-05-14,Minnesota Wild,0,Mighty Ducks of Anaheim,4,0,playoffs2003
2003-05-15,Ottawa Senators,0,New Jersey Devils,1,0,playoffs2003
2003-05-16,Minnesota Wild,1,Mighty Ducks of Anaheim,2,0,playoffs2003
2003-05-17,Ottawa Senators,2,New Jersey Devils,5,0,playoffs2003
2003-05-19,New Jersey Devils,1,Ottawa Senators,3,0,playoffs2003
2003-05-21,Ottawa Senators,2,New Jersey Devils,1,1,playoffs2003
2003-05-23,New Jersey Devils,3,Ottawa Senators,2,0,playoffs2003
2003-05-27,Mighty Ducks of Anaheim,0,New Jersey Devils,3,0,playoffs2003
2003-05-29,Mighty Ducks of Anaheim,0,New Jersey Devils,3,0,playoffs2003
2003-05-31,New Jersey Devils,2,Mighty Ducks of Anaheim,3,1,playoffs2003
2003-06-02,New Jersey Devils,0,Mighty Ducks of Anaheim,1,1,playoffs2003
2003-06-05,Mighty Ducks of Anaheim,3,New Jersey Devils,6,0,playoffs2003
2003-06-07,New Jersey Devils,2,Mighty Ducks of Anaheim,5,0,playoffs2003
2003-06-09,Mighty Ducks of Anaheim,0,New Jersey Devils,3,0,playoffs2003
2004-04-07,Dallas Stars,1,Colorado Avalanche,3,0,playoffs2004
2004-04-07,Montreal Canadiens,0,Boston Bruins,3,0,playoffs2004
2004-04-07,Calgary Flames,3,Vancouver Canucks,5,0,playoffs2004
2004-04-07,Nashville Predators,1,Detroit Red Wings,3,0,playoffs2004
2004-04-08,New Jersey Devils,2,Philadelphia Flyers,3,0,playoffs2004
2004-04-08,St. Louis Blues,0,San Jose Sharks,1,1,playoffs2004
2004-04-08,New York Islanders,0,Tampa Bay Lightning,3,0,playoffs2004
2004-04-08,Ottawa Senators,4,Toronto Maple Leafs,2,0,playoffs2004
2004-04-09,Montreal Canadiens,1,Boston Bruins,2,1,playoffs2004
2004-04-09,Dallas Stars,2,Colorado Avalanche,5,0,playoffs2004
2004-04-09,Calgary Flames,2,Vancouver Canucks,1,0,playoffs2004
2004-04-10,New York Islanders,3,Tampa Bay Lightning,0,0,playoffs2004
2004-04-10,Ottawa Senators,0,Toronto Maple Leafs,2,0,playoffs2004
2004-04-10,St. Louis Blues,1,San Jose Sharks,3,0,playoffs2004
2004-04-10,New Jersey Devils,2,Philadelphia Flyers,3,0,playoffs2004
2004-04-10,Nashville Predators,1,Detroit Red Wings,2,0,playoffs2004
2004-04-11,Vancouver Canucks,2,Calgary Flames,1,0,playoffs2004
2004-04-11,Boston Bruins,2,Montreal Canadiens,3,0,playoffs2004
2004-04-11,Detroit Red Wings,1,Nashville Predators,3,0,playoffs2004
2004-04-12,Colorado Avalanche,3,Dallas Stars,4,1,playoffs2004
2004-04-12,Philadelphia Flyers,2,New Jersey Devils,4,0,playoffs2004
2004-04-12,Tampa Bay Lightning,3,New York Islanders,0,0,playoffs2004
2004-04-12,Toronto Maple Leafs,2,Ottawa Senators,0,0,playoffs2004
2004-04-12,San Jose Sharks,1,St. Louis Blues,4,0,playoffs2004
2004-04-13,Vancouver Canucks,0,Calgary Flames,4,0,playoffs2004
2004-04-13,San Jose Sharks,4,St. Louis Blues,3,0,playoffs2004
2004-04-13,Boston Bruins,4,Montreal Canadiens,3,0,playoffs2004
2004-04-13,Detroit Red Wings,0,Nashville Predators,3,0,playoffs2004
2004-04-14,Colorado Avalanche,3,Dallas Stars,2,0,playoffs2004
2004-04-14,Philadelphia Flyers,3,New Jersey Devils,0,0,playoffs2004
2004-04-14,Tampa Bay Lightning,3,New York Islanders,0,0,playoffs2004
2004-04-14,Toronto Maple Leafs,1,Ottawa Senators,4,0,playoffs2004
2004-04-15,Calgary Flames,2,Vancouver Canucks,1,0,playoffs2004
2004-04-15,St. Louis Blues,1,San Jose Sharks,3,0,playoffs2004
2004-04-15,Nashville Predators,1,Detroit Red Wings,4,0,playoffs2004
2004-04-15,Montreal Canadiens,5,Boston Bruins,1,0,playoffs2004
2004-04-16,New York Islanders,2,Tampa Bay Lightning,3,1,playoffs2004
2004-04-16,Ottawa Senators,0,Toronto Maple Leafs,2,0,playoffs2004
2004-04-17,Vancouver Canucks,5,Calgary Flames,4,0,playoffs2004
2004-04-17,Dallas Stars,1,Colorado Avalanche,5,0,playoffs2004
2004-04-17,Boston Bruins,2,Montreal Canadiens,5,0,playoffs2004
2004-04-17,Detroit Red Wings,2,Nashville Predators,0,0,playoffs2004
2004-04-17,New Jersey Devils,1,Philadelphia Flyers,3,0,playoffs2004
2004-04-18,Toronto Maple Leafs,1,Ottawa Senators,2,0,playoffs2004
2004-04-19,Montreal Canadiens,2,Boston Bruins,0,0,playoffs2004
2004-04-19,Calgary Flames,3,Vancouver Canucks,2,1,playoffs2004
2004-04-20,Ottawa Senators,1,Toronto Maple Leafs,4,0,playoffs2004
2004-04-22,Toronto Maple Leafs,1,Philadelphia Flyers,3,0,playoffs2004
2004-04-22,Colorado Avalanche,2,San Jose Sharks,5,0,playoffs2004
2004-04-22,Calgary Flames,2,Detroit Red Wings,1,1,playoffs2004
2004-04-23,Montreal Canadiens,0,Tampa Bay Lightning,4,0,playoffs2004
2004-04-24,Calgary Flames,2,Detroit Red Wings,5,0,playoffs2004
2004-04-24,Colorado Avalanche,1,San Jose Sharks,4,0,playoffs2004
2004-04-25,Toronto Maple Leafs,1,Philadelphia Flyers,2,0,playoffs2004
2004-04-25,Montreal Canadiens,1,Tampa Bay Lightning,3,0,playoffs2004
2004-04-26,San Jose Sharks,1,Colorado Avalanche,0,0,playoffs2004
2004-04-27,Tampa Bay Lightning,4,Montreal Canadiens,3,1,playoffs2004
2004-04-27,Detroit Red Wings,2,Calgary Flames,3,0,playoffs2004
2004-04-28,San Jose Sharks,0,Colorado Avalanche,1,1,playoffs2004
2004-04-28,Philadelphia Flyers,1,Toronto Maple Leafs,4,0,playoffs2004
2004-04-29,Detroit Red Wings,4,Calgary Flames,2,0,playoffs2004
2004-04-29,Tampa Bay Lightning,3,Montreal Canadiens,1,0,playoffs2004
2004-04-30,Philadelphia Flyers,1,Toronto Maple Leafs,3,0,playoffs2004
2004-05-01,Calgary Flames,1,Detroit Red Wings,0,0,playoffs2004
2004-05-01,Colorado Avalanche,2,San Jose Sharks,1,1,playoffs2004
2004-05-02,Toronto Maple Leafs,2,Philadelphia Flyers,7,0,playoffs2004
2004-05-03,Detroit Red Wings,0,Calgary Flames,1,1,playoffs2004
2004-05-04,San Jose Sharks,3,Colorado Avalanche,1,0,playoffs2004
2004-05-04,Philadelphia Flyers,3,Toronto Maple Leafs,2,1,playoffs2004
2004-05-08,Philadelphia Flyers,1,Tampa Bay Lightning,3,0,playoffs2004
2004-05-09,Calgary Flames,4,San Jose Sharks,3,1,playoffs2004
2004-05-10,Philadelphia Flyers,6,Tampa Bay Lightning,2,0,playoffs2004
2004-05-11,Calgary Flames,4,San Jose Sharks,1,0,playoffs2004
2004-05-13,San Jose Sharks,3,Calgary Flames,0,0,playoffs2004
2004-05-13,Tampa Bay Lightning,4,Philadelphia Flyers,1,0,playoffs2004
2004-05-15,Tampa Bay Lightning,2,Philadelphia Flyers,3,0,playoffs2004
2004-05-16,San Jose Sharks,4,Calgary Flames,2,0,playoffs2004
2004-05-17,Calgary Flames,3,San Jose Sharks,0,0,playoffs2004
2004-05-18,Philadelphia Flyers,2,Tampa Bay Lightning,4,0,playoffs2004
2004-05-19,San Jose Sharks,1,Calgary Flames,3,0,playoffs2004
2004-05-20,Tampa Bay Lightning,4,Philadelphia Flyers,5,1,playoffs2004
2004-05-22,Philadelphia Flyers,1,Tampa Bay Lightning,2,0,playoffs2004
2004-05-25,Calgary Flames,4,Tampa Bay Lightning,1,0,playoffs2004
2004-05-27,Calgary Flames,1,Tampa Bay Lightning,4,0,playoffs2004
