Date,Visitor,G_Vis,Home,G_Home,OT Ind
2016-10-20,St. Louis Blues,1,Edmonton Oilers,3,0
2016-10-20,Washington Capitals,4,Florida Panthers,2,0
2016-10-20,Toronto Maple Leafs,2,Minnesota Wild,3,0
2016-10-20,Arizona Coyotes,2,Montreal Canadiens,5,0
2016-10-20,Anaheim Ducks,3,Philadelphia Flyers,2,0
2016-10-20,San Jose Sharks,2,Pittsburgh Penguins,3,0
2016-10-20,Colorado Avalanche,4,Tampa Bay Lightning,0,0
2016-10-20,Buffalo Sabres,1,Vancouver Canucks,2,0
2016-10-21,Chicago Blackhawks,2,Columbus Blue Jackets,3,0
2016-10-21,Nashville Predators,3,Detroit Red Wings,5,0
2016-10-21,Arizona Coyotes,2,New York Islanders,3,0
2016-10-22,Montreal Canadiens,4,Boston Bruins,2,0
2016-10-22,St. Louis Blues,6,Calgary Flames,4,0
2016-10-22,Toronto Maple Leafs,4,Chicago Blackhawks,5,1
2016-10-22,Columbus Blue Jackets,3,Dallas Stars,0,0
2016-10-22,San Jose Sharks,0,Detroit Red Wings,3,0
2016-10-22,Colorado Avalanche,2,Florida Panthers,5,0
2016-10-22,Vancouver Canucks,3,Los Angeles Kings,4,1
2016-10-22,Minnesota Wild,1,New Jersey Devils,2,1
2016-10-22,Pittsburgh Penguins,1,Nashville Predators,5,0
2016-10-22,Tampa Bay Lightning,4,Ottawa Senators,1,0
2016-10-22,Carolina Hurricanes,3,Philadelphia Flyers,6,0
2016-10-22,New York Rangers,4,Washington Capitals,2,0
2016-10-23,Vancouver Canucks,2,Anaheim Ducks,4,0
2016-10-23,Minnesota Wild,3,New York Islanders,6,0
2016-10-23,Arizona Coyotes,2,New York Rangers,3,0
2016-10-23,Edmonton Oilers,3,Winnipeg Jets,0,0
2016-10-24,Calgary Flames,3,Chicago Blackhawks,2,1
2016-10-24,Philadelphia Flyers,1,Montreal Canadiens,3,0
2016-10-25,Minnesota Wild,5,Boston Bruins,0,0
2016-10-25,Winnipeg Jets,2,Dallas Stars,3,0
2016-10-25,Carolina Hurricanes,2,Detroit Red Wings,4,0
2016-10-25,Columbus Blue Jackets,2,Los Angeles Kings,3,1
2016-10-25,Arizona Coyotes,3,New Jersey Devils,5,0
2016-10-25,Buffalo Sabres,3,Philadelphia Flyers,4,1
2016-10-25,Florida Panthers,2,Pittsburgh Penguins,3,0
2016-10-25,Anaheim Ducks,1,San Jose Sharks,2,1
2016-10-25,Calgary Flames,4,St. Louis Blues,1,0
2016-10-25,Tampa Bay Lightning,7,Toronto Maple Leafs,3,0
2016-10-25,Ottawa Senators,3,Vancouver Canucks,0,0
2016-10-26,Nashville Predators,1,Anaheim Ducks,6,0
2016-10-26,Washington Capitals,1,Edmonton Oilers,4,0
2016-10-26,Montreal Canadiens,3,New York Islanders,2,0
2016-10-26,Boston Bruins,2,New York Rangers,5,0
2016-10-27,Minnesota Wild,4,Buffalo Sabres,0,0
2016-10-27,Nashville Predators,2,Los Angeles Kings,3,1
2016-10-27,Tampa Bay Lightning,1,Montreal Canadiens,3,0
2016-10-27,Arizona Coyotes,5,Philadelphia Flyers,4,0
2016-10-27,New York Islanders,2,Pittsburgh Penguins,4,0
2016-10-27,Columbus Blue Jackets,1,San Jose Sharks,3,0
2016-10-27,Detroit Red Wings,2,St. Louis Blues,1,1
2016-10-27,Florida Panthers,2,Toronto Maple Leafs,3,0
2016-10-27,Dallas Stars,1,Winnipeg Jets,4,0
2016-10-28,Columbus Blue Jackets,4,Anaheim Ducks,0,0
2016-10-28,New York Rangers,2,Carolina Hurricanes,3,0
2016-10-28,Ottawa Senators,2,Calgary Flames,5,0
2016-10-28,Winnipeg Jets,1,Colorado Avalanche,0,0
2016-10-28,Chicago Blackhawks,3,New Jersey Devils,2,1
2016-10-28,Edmonton Oilers,2,Vancouver Canucks,0,0
2016-10-29,Colorado Avalanche,3,Arizona Coyotes,2,0
2016-10-29,Florida Panthers,0,Buffalo Sabres,3,0
2016-10-29,Boston Bruins,1,Detroit Red Wings,0,0
2016-10-29,Dallas Stars,0,Minnesota Wild,4,0
2016-10-29,Toronto Maple Leafs,1,Montreal Canadiens,2,0
2016-10-29,Tampa Bay Lightning,1,New Jersey Devils,3,0
2016-10-29,Pittsburgh Penguins,5,Philadelphia Flyers,4,0
2016-10-29,Nashville Predators,1,San Jose Sharks,4,0
2016-10-29,Los Angeles Kings,0,St. Louis Blues,1,0
2016-10-29,Washington Capitals,5,Vancouver Canucks,2,0
2016-10-30,Philadelphia Flyers,4,Carolina Hurricanes,3,0
2016-10-30,Washington Capitals,3,Calgary Flames,1,0
2016-10-30,Los Angeles Kings,0,Chicago Blackhawks,3,0
2016-10-30,Florida Panthers,5,Detroit Red Wings,2,0
2016-10-30,Ottawa Senators,2,Edmonton Oilers,0,0
2016-10-30,Toronto Maple Leafs,1,New York Islanders,5,0
2016-10-30,Tampa Bay Lightning,1,New York Rangers,6,0
2016-10-30,Buffalo Sabres,3,Winnipeg Jets,1,0
2016-11-01,San Jose Sharks,2,Arizona Coyotes,3,0
2016-11-01,Dallas Stars,2,Columbus Blue Jackets,3,1
2016-11-01,Calgary Flames,1,Chicago Blackhawks,5,0
2016-11-01,Nashville Predators,5,Colorado Avalanche,1,0
2016-11-01,Boston Bruins,2,Florida Panthers,1,0
2016-11-01,Anaheim Ducks,4,Los Angeles Kings,0,0
2016-11-01,Buffalo Sabres,2,Minnesota Wild,1,0
2016-11-01,Tampa Bay Lightning,6,New York Islanders,1,0
2016-11-01,St. Louis Blues,0,New York Rangers,5,0
2016-11-01,Carolina Hurricanes,1,Ottawa Senators,2,1
2016-11-01,Edmonton Oilers,2,Toronto Maple Leafs,3,1
2016-11-01,Washington Capitals,3,Winnipeg Jets,2,0
2016-11-02,Pittsburgh Penguins,5,Anaheim Ducks,1,0
2016-11-02,Vancouver Canucks,0,Montreal Canadiens,3,0
2016-11-02,Detroit Red Wings,3,Philadelphia Flyers,4,1
2016-11-03,Nashville Predators,2,Arizona Coyotes,3,1
2016-11-03,Toronto Maple Leafs,2,Buffalo Sabres,1,0
2016-11-03,Colorado Avalanche,0,Chicago Blackhawks,4,0
2016-11-03,St. Louis Blues,2,Dallas Stars,6,0
2016-11-03,New Jersey Devils,3,Florida Panthers,4,1
2016-11-03,Pittsburgh Penguins,2,Los Angeles Kings,3,1
2016-11-03,Philadelphia Flyers,3,New York Islanders,2,1
2016-11-03,Edmonton Oilers,3,New York Rangers,5,0
2016-11-03,Vancouver Canucks,0,Ottawa Senators,1,0
2016-11-03,Calgary Flames,3,San Jose Sharks,2,0
2016-11-03,Boston Bruins,4,Tampa Bay Lightning,3,1
2016-11-03,Winnipeg Jets,3,Washington Capitals,4,1
2016-11-04,Arizona Coyotes,1,Anaheim Ducks,5,0
2016-11-04,Montreal Canadiens,0,Columbus Blue Jackets,10,0
2016-11-04,Winnipeg Jets,5,Detroit Red Wings,3,0
2016-11-05,New York Rangers,5,Boston Bruins,2,0
2016-11-05,Minnesota Wild,0,Colorado Avalanche,1,0
2016-11-05,Chicago Blackhawks,3,Dallas Stars,2,0
2016-11-05,Calgary Flames,0,Los Angeles Kings,5,0
2016-11-05,Philadelphia Flyers,4,Montreal Canadiens,5,0
2016-11-05,Carolina Hurricanes,3,Nashville Predators,2,1
2016-11-05,Edmonton Oilers,4,New York Islanders,3,1
2016-11-05,Buffalo Sabres,2,Ottawa Senators,1,0
2016-11-05,Pittsburgh Penguins,5,San Jose Sharks,0,0
2016-11-05,Columbus Blue Jackets,1,St. Louis Blues,2,1
2016-11-05,New Jersey Devils,1,Tampa Bay Lightning,4,0
2016-11-05,Vancouver Canucks,3,Toronto Maple Leafs,6,0
2016-11-05,Florida Panthers,2,Washington Capitals,4,0
2016-11-06,Calgary Flames,1,Anaheim Ducks,4,0
2016-11-06,New Jersey Devils,4,Carolina Hurricanes,1,0
2016-11-06,Dallas Stars,3,Chicago Blackhawks,4,1
2016-11-06,Edmonton Oilers,2,Detroit Red Wings,1,0
2016-11-06,Winnipeg Jets,2,New York Rangers,5,0
2016-11-06,Colorado Avalanche,1,St. Louis Blues,5,0
2016-11-07,Buffalo Sabres,0,Boston Bruins,4,0
2016-11-07,Tampa Bay Lightning,1,Florida Panthers,3,0
2016-11-07,Vancouver Canucks,2,New York Islanders,4,0
2016-11-08,Arizona Coyotes,4,Colorado Avalanche,2,0
2016-11-08,Boston Bruins,2,Montreal Canadiens,3,0
2016-11-08,Carolina Hurricanes,2,New Jersey Devils,3,1
2016-11-08,Ottawa Senators,1,Nashville Predators,3,0
2016-11-08,Vancouver Canucks,5,New York Rangers,3,0
2016-11-08,Detroit Red Wings,3,Philadelphia Flyers,2,1
2016-11-08,Edmonton Oilers,3,Pittsburgh Penguins,4,0
2016-11-08,Los Angeles Kings,7,Toronto Maple Leafs,0,0
2016-11-08,Dallas Stars,2,Winnipeg Jets,8,0
2016-11-08,San Jose Sharks,3,Washington Capitals,0,0
2016-11-09,Ottawa Senators,2,Buffalo Sabres,1,1
2016-11-09,Anaheim Ducks,2,Columbus Blue Jackets,3,1
2016-11-09,Chicago Blackhawks,2,St. Louis Blues,1,1
2016-11-10,Winnipeg Jets,3,Arizona Coyotes,2,0
2016-11-10,Columbus Blue Jackets,2,Boston Bruins,5,0
2016-11-10,Anaheim Ducks,4,Carolina Hurricanes,2,0
2016-11-10,Dallas Stars,4,Calgary Flames,2,0
2016-11-10,Vancouver Canucks,1,Detroit Red Wings,3,0
2016-11-10,San Jose Sharks,4,Florida Panthers,2,0
2016-11-10,Los Angeles Kings,1,Montreal Canadiens,4,0
2016-11-10,St. Louis Blues,1,Nashville Predators,3,0
2016-11-10,Minnesota Wild,4,Pittsburgh Penguins,2,0
2016-11-10,New York Islanders,1,Tampa Bay Lightning,4,0
2016-11-11,New Jersey Devils,2,Buffalo Sabres,1,1
2016-11-11,Washington Capitals,3,Chicago Blackhawks,2,1
2016-11-11,Winnipeg Jets,2,Colorado Avalanche,3,1
2016-11-11,Dallas Stars,3,Edmonton Oilers,2,0
2016-11-11,Los Angeles Kings,1,Ottawa Senators,2,0
2016-11-11,Philadelphia Flyers,3,Toronto Maple Leafs,6,0
2016-11-12,Boston Bruins,2,Arizona Coyotes,1,0
2016-11-12,Washington Capitals,1,Carolina Hurricanes,5,0
2016-11-12,St. Louis Blues,4,Columbus Blue Jackets,8,0
2016-11-12,New York Rangers,4,Calgary Flames,1,0
2016-11-12,New York Islanders,2,Florida Panthers,3,1
2016-11-12,Detroit Red Wings,0,Montreal Canadiens,5,0
2016-11-12,Buffalo Sabres,2,New Jersey Devils,4,0
2016-11-12,Anaheim Ducks,0,Nashville Predators,5,0
2016-11-12,Minnesota Wild,2,Philadelphia Flyers,3,0
2016-11-12,Toronto Maple Leafs,1,Pittsburgh Penguins,4,0
2016-11-12,San Jose Sharks,3,Tampa Bay Lightning,1,0
2016-11-13,Montreal Canadiens,2,Chicago Blackhawks,3,0
2016-11-13,Boston Bruins,2,Colorado Avalanche,0,0
2016-11-13,New York Rangers,3,Edmonton Oilers,1,0
2016-11-13,Minnesota Wild,2,Ottawa Senators,1,1
2016-11-13,Dallas Stars,4,Vancouver Canucks,5,1
2016-11-13,Los Angeles Kings,2,Winnipeg Jets,3,1
2016-11-14,Tampa Bay Lightning,4,New York Islanders,0,0
2016-11-15,Edmonton Oilers,1,Anaheim Ducks,4,0
2016-11-15,San Jose Sharks,0,Carolina Hurricanes,1,0
2016-11-15,Washington Capitals,1,Columbus Blue Jackets,2,1
2016-11-15,Los Angeles Kings,1,Colorado Avalanche,4,0
2016-11-15,New Jersey Devils,2,Dallas Stars,1,1
2016-11-15,Tampa Bay Lightning,4,Detroit Red Wings,3,0
2016-11-15,Calgary Flames,1,Minnesota Wild,0,0
2016-11-15,Florida Panthers,4,Montreal Canadiens,3,1
2016-11-15,Ottawa Senators,3,Philadelphia Flyers,2,1
2016-11-15,Buffalo Sabres,1,St. Louis Blues,4,0
2016-11-15,Nashville Predators,2,Toronto Maple Leafs,6,0
2016-11-15,New York Rangers,7,Vancouver Canucks,2,0
2016-11-15,Chicago Blackhawks,0,Winnipeg Jets,4,0
2016-11-16,Arizona Coyotes,1,Calgary Flames,2,1
2016-11-16,Pittsburgh Penguins,1,Washington Capitals,7,0
2016-11-17,New Jersey Devils,2,Anaheim Ducks,3,0
2016-11-17,Tampa Bay Lightning,4,Buffalo Sabres,1,0
2016-11-17,Colorado Avalanche,2,Dallas Stars,3,0
2016-11-17,Edmonton Oilers,2,Los Angeles Kings,4,0
2016-11-17,Boston Bruins,0,Minnesota Wild,1,0
2016-11-17,Nashville Predators,5,Ottawa Senators,1,0
2016-11-17,Winnipeg Jets,2,Philadelphia Flyers,5,0
2016-11-17,San Jose Sharks,2,St. Louis Blues,3,0
2016-11-17,Florida Panthers,1,Toronto Maple Leafs,6,0
2016-11-17,Arizona Coyotes,2,Vancouver Canucks,3,1
2016-11-18,Montreal Canadiens,2,Carolina Hurricanes,3,0
2016-11-18,New York Rangers,2,Columbus Blue Jackets,4,0
2016-11-18,Chicago Blackhawks,3,Calgary Flames,2,0
2016-11-18,Pittsburgh Penguins,3,New York Islanders,2,1
2016-11-18,Detroit Red Wings,0,Washington Capitals,1,0
2016-11-19,San Jose Sharks,2,Arizona Coyotes,3,1
2016-11-19,Winnipeg Jets,1,Boston Bruins,4,0
2016-11-19,Pittsburgh Penguins,1,Buffalo Sabres,2,1
2016-11-19,Edmonton Oilers,5,Dallas Stars,2,0
2016-11-19,New Jersey Devils,2,Los Angeles Kings,4,0
2016-11-19,Colorado Avalanche,3,Minnesota Wild,2,0
2016-11-19,Toronto Maple Leafs,1,Montreal Canadiens,2,0
2016-11-19,Florida Panthers,4,Ottawa Senators,1,0
2016-11-19,Tampa Bay Lightning,3,Philadelphia Flyers,0,0
2016-11-19,Nashville Predators,1,St. Louis Blues,3,0
2016-11-19,Chicago Blackhawks,4,Vancouver Canucks,3,1
2016-11-20,Los Angeles Kings,3,Anaheim Ducks,2,0
2016-11-20,Winnipeg Jets,1,Carolina Hurricanes,3,0
2016-11-20,Calgary Flames,3,Detroit Red Wings,2,0
2016-11-20,Florida Panthers,3,New York Rangers,2,1
2016-11-20,Columbus Blue Jackets,3,Washington Capitals,2,0
2016-11-21,Calgary Flames,2,Buffalo Sabres,4,0
2016-11-21,Colorado Avalanche,3,Columbus Blue Jackets,2,1
2016-11-21,Minnesota Wild,2,Dallas Stars,3,1
2016-11-21,Chicago Blackhawks,0,Edmonton Oilers,5,0
2016-11-21,Tampa Bay Lightning,1,Nashville Predators,3,0
2016-11-21,New York Rangers,5,Pittsburgh Penguins,2,0
2016-11-21,New Jersey Devils,0,San Jose Sharks,4,0
2016-11-22,New York Islanders,3,Anaheim Ducks,2,1
2016-11-22,St. Louis Blues,4,Boston Bruins,2,0
2016-11-22,Philadelphia Flyers,3,Florida Panthers,1,0
2016-11-22,Ottawa Senators,4,Montreal Canadiens,3,0
2016-11-22,Carolina Hurricanes,2,Toronto Maple Leafs,1,0
2016-11-23,Vancouver Canucks,4,Arizona Coyotes,1,0
2016-11-23,Detroit Red Wings,2,Buffalo Sabres,1,1
2016-11-23,Calgary Flames,2,Columbus Blue Jackets,0,0
2016-11-23,Edmonton Oilers,6,Colorado Avalanche,3,0
2016-11-23,New York Islanders,2,Los Angeles Kings,4,0
2016-11-23,Winnipeg Jets,1,Minnesota Wild,3,0
2016-11-23,Toronto Maple Leafs,4,New Jersey Devils,5,1
2016-11-23,Dallas Stars,2,Nashville Predators,5,0
2016-11-23,Pittsburgh Penguins,6,New York Rangers,1,0
2016-11-23,Chicago Blackhawks,1,San Jose Sharks,2,0
2016-11-23,Philadelphia Flyers,2,Tampa Bay Lightning,4,0
2016-11-23,St. Louis Blues,3,Washington Capitals,4,0
2016-11-24,Carolina Hurricanes,1,Montreal Canadiens,2,0
2016-11-24,Boston Bruins,1,Ottawa Senators,3,0
2016-11-25,Chicago Blackhawks,3,Anaheim Ducks,2,0
2016-11-25,Edmonton Oilers,2,Arizona Coyotes,3,1
2016-11-25,Calgary Flames,2,Boston Bruins,1,0
2016-11-25,Vancouver Canucks,1,Dallas Stars,2,0
2016-11-25,Pittsburgh Penguins,2,Minnesota Wild,6,0
2016-11-25,Detroit Red Wings,5,New Jersey Devils,4,1
2016-11-25,Winnipeg Jets,1,Nashville Predators,5,0
2016-11-25,New York Rangers,3,Philadelphia Flyers,2,0
2016-11-25,New York Islanders,2,San Jose Sharks,3,0
2016-11-25,Columbus Blue Jackets,5,Tampa Bay Lightning,3,0
2016-11-25,Buffalo Sabres,1,Washington Capitals,3,0
2016-11-26,Vancouver Canucks,3,Colorado Avalanche,2,1
2016-11-26,Montreal Canadiens,2,Detroit Red Wings,1,1
2016-11-26,Columbus Blue Jackets,1,Florida Panthers,2,1
2016-11-26,Chicago Blackhawks,1,Los Angeles Kings,2,1
2016-11-26,Carolina Hurricanes,1,Ottawa Senators,2,0
2016-11-26,New Jersey Devils,3,Pittsburgh Penguins,4,1
2016-11-26,Anaheim Ducks,3,San Jose Sharks,2,0
2016-11-26,Minnesota Wild,3,St. Louis Blues,4,1
2016-11-26,Washington Capitals,2,Toronto Maple Leafs,4,0
2016-11-27,Tampa Bay Lightning,1,Boston Bruins,4,0
2016-11-27,Florida Panthers,2,Carolina Hurricanes,3,0
2016-11-27,Arizona Coyotes,2,Edmonton Oilers,1,0
2016-11-27,Ottawa Senators,2,New York Rangers,0,0
2016-11-27,Calgary Flames,3,Philadelphia Flyers,5,0
2016-11-27,Nashville Predators,0,Winnipeg Jets,3,0
2016-11-28,Calgary Flames,1,New York Islanders,2,1
2016-11-28,Dallas Stars,3,St. Louis Blues,4,1
2016-11-29,Montreal Canadiens,1,Anaheim Ducks,2,0
2016-11-29,Tampa Bay Lightning,1,Columbus Blue Jackets,5,0
2016-11-29,Florida Panthers,1,Chicago Blackhawks,2,1
2016-11-29,Nashville Predators,5,Colorado Avalanche,3,0
2016-11-29,Dallas Stars,1,Detroit Red Wings,3,0
2016-11-29,Toronto Maple Leafs,4,Edmonton Oilers,2,0
2016-11-29,Carolina Hurricanes,2,New York Rangers,3,0
2016-11-29,Buffalo Sabres,5,Ottawa Senators,4,0
2016-11-29,Boston Bruins,2,Philadelphia Flyers,3,1
2016-11-29,Arizona Coyotes,1,San Jose Sharks,2,1
2016-11-29,Minnesota Wild,4,Vancouver Canucks,5,0
2016-11-29,New Jersey Devils,2,Winnipeg Jets,3,0
2016-11-30,Toronto Maple Leafs,0,Calgary Flames,3,0
2016-11-30,San Jose Sharks,4,Los Angeles Kings,1,0
2016-11-30,Pittsburgh Penguins,3,New York Islanders,5,0
2016-12-01,Los Angeles Kings,4,Arizona Coyotes,3,0
2016-12-01,Carolina Hurricanes,1,Boston Bruins,2,1
2016-12-01,New York Rangers,3,Buffalo Sabres,4,0
2016-12-01,New Jersey Devils,3,Chicago Blackhawks,4,1
2016-12-01,Columbus Blue Jackets,3,Colorado Avalanche,2,0
2016-12-01,Florida Panthers,2,Detroit Red Wings,1,1
2016-12-01,Philadelphia Flyers,3,Ottawa Senators,2,1
2016-12-01,Dallas Stars,2,Pittsburgh Penguins,6,0
2016-12-01,Tampa Bay Lightning,4,St. Louis Blues,5,0
2016-12-01,Anaheim Ducks,3,Vancouver Canucks,1,0
2016-12-01,Edmonton Oilers,6,Winnipeg Jets,3,0
2016-12-01,New York Islanders,3,Washington Capitals,0,0
2016-12-02,Minnesota Wild,2,Calgary Flames,3,1
2016-12-02,Montreal Canadiens,1,San Jose Sharks,2,0
2016-12-03,Columbus Blue Jackets,3,Arizona Coyotes,2,1
2016-12-03,Boston Bruins,2,Buffalo Sabres,1,0
2016-12-03,Dallas Stars,3,Colorado Avalanche,0,0
2016-12-03,Anaheim Ducks,2,Edmonton Oilers,3,1
2016-12-03,New Jersey Devils,5,Nashville Predators,4,1
2016-12-03,Carolina Hurricanes,2,New York Rangers,4,0
2016-12-03,Florida Panthers,0,Ottawa Senators,2,0
2016-12-03,Chicago Blackhawks,1,Philadelphia Flyers,3,0
2016-12-03,Detroit Red Wings,3,Pittsburgh Penguins,5,0
2016-12-03,Winnipeg Jets,3,St. Louis Blues,2,1
2016-12-03,Washington Capitals,1,Tampa Bay Lightning,2,1
2016-12-03,Toronto Maple Leafs,2,Vancouver Canucks,3,1
2016-12-04,Tampa Bay Lightning,0,Carolina Hurricanes,1,1
2016-12-04,Anaheim Ducks,3,Calgary Flames,8,0
2016-12-04,Winnipeg Jets,2,Chicago Blackhawks,1,0
2016-12-04,Minnesota Wild,2,Edmonton Oilers,1,1
2016-12-04,Montreal Canadiens,5,Los Angeles Kings,4,1
2016-12-04,Philadelphia Flyers,4,Nashville Predators,2,0
2016-12-04,Detroit Red Wings,4,New York Islanders,3,1
2016-12-05,Florida Panthers,3,Boston Bruins,4,1
2016-12-05,Arizona Coyotes,1,Columbus Blue Jackets,4,0
2016-12-05,Ottawa Senators,5,Pittsburgh Penguins,8,0
2016-12-05,Buffalo Sabres,2,Washington Capitals,3,1
2016-12-06,Edmonton Oilers,3,Buffalo Sabres,4,1
2016-12-06,Arizona Coyotes,0,Chicago Blackhawks,4,0
2016-12-06,Calgary Flames,2,Dallas Stars,1,0
2016-12-06,Vancouver Canucks,2,New Jersey Devils,3,0
2016-12-06,Colorado Avalanche,3,Nashville Predators,4,0
2016-12-06,New York Rangers,2,New York Islanders,4,0
2016-12-06,Florida Panthers,2,Philadelphia Flyers,3,1
2016-12-06,Montreal Canadiens,2,St. Louis Blues,3,1
2016-12-06,Detroit Red Wings,4,Winnipeg Jets,3,1
2016-12-07,Carolina Hurricanes,5,Anaheim Ducks,6,1
2016-12-07,Ottawa Senators,4,San Jose Sharks,2,0
2016-12-07,Minnesota Wild,3,Toronto Maple Leafs,2,0
2016-12-07,Boston Bruins,3,Washington Capitals,4,1
2016-12-08,Calgary Flames,2,Arizona Coyotes,1,1
2016-12-08,Colorado Avalanche,4,Boston Bruins,2,0
2016-12-08,Nashville Predators,2,Dallas Stars,5,0
2016-12-08,Pittsburgh Penguins,5,Florida Panthers,1,0
2016-12-08,Carolina Hurricanes,3,Los Angeles Kings,1,0
2016-12-08,New Jersey Devils,2,Montreal Canadiens,5,0
2016-12-08,St. Louis Blues,2,New York Islanders,3,0
2016-12-08,Edmonton Oilers,5,Philadelphia Flyers,6,0
2016-12-08,Vancouver Canucks,5,Tampa Bay Lightning,1,0
2016-12-08,New York Rangers,2,Winnipeg Jets,1,0
2016-12-09,San Jose Sharks,2,Anaheim Ducks,3,0
2016-12-09,Washington Capitals,4,Buffalo Sabres,1,0
2016-12-09,New York Rangers,1,Chicago Blackhawks,0,1
2016-12-09,Columbus Blue Jackets,4,Detroit Red Wings,1,0
2016-12-09,Edmonton Oilers,2,Minnesota Wild,3,1
2016-12-09,St. Louis Blues,4,New Jersey Devils,1,0
2016-12-10,Nashville Predators,1,Arizona Coyotes,4,0
2016-12-10,Toronto Maple Leafs,4,Boston Bruins,1,0
2016-12-10,New York Islanders,2,Columbus Blue Jackets,6,0
2016-12-10,Winnipeg Jets,2,Calgary Flames,6,0
2016-12-10,Vancouver Canucks,2,Florida Panthers,4,0
2016-12-10,Ottawa Senators,1,Los Angeles Kings,4,0
2016-12-10,Colorado Avalanche,1,Montreal Canadiens,10,0
2016-12-10,Dallas Stars,2,Philadelphia Flyers,4,0
2016-12-10,Carolina Hurricanes,3,San Jose Sharks,4,0
2016-12-10,Pittsburgh Penguins,4,Tampa Bay Lightning,3,0
2016-12-11,Ottawa Senators,1,Anaheim Ducks,5,0
2016-12-11,Dallas Stars,1,Chicago Blackhawks,3,0
2016-12-11,Philadelphia Flyers,1,Detroit Red Wings,0,1
2016-12-11,Winnipeg Jets,2,Edmonton Oilers,3,0
2016-12-11,St. Louis Blues,1,Minnesota Wild,3,0
2016-12-11,New Jersey Devils,0,New York Rangers,5,0
2016-12-11,Colorado Avalanche,3,Toronto Maple Leafs,1,0
2016-12-11,Vancouver Canucks,0,Washington Capitals,3,0
2016-12-12,Boston Bruins,2,Montreal Canadiens,1,1
2016-12-12,Arizona Coyotes,0,Pittsburgh Penguins,7,0
2016-12-13,Los Angeles Kings,3,Buffalo Sabres,6,0
2016-12-13,Vancouver Canucks,6,Carolina Hurricanes,8,0
2016-12-13,Anaheim Ducks,2,Dallas Stars,6,0
