,Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,SEASON
52,45,Keith Kinkaid,30,MTL,6,5,1,1,3,24,192,168,.875,4.24,0,0.4,340,0,.000,0,,,0,0,0,0,2020
53,46,Matiss Kivlenieks,23,CBJ,6,4,1,1,2,14,137,123,.898,2.95,0,0.6,285,2,.500,0,,,0,0,0,0,2020
54,47,Joonas Korpisalo,25,CBJ,37,35,19,12,5,92,1030,938,.911,2.60,2,5.9,2126,21,.600,5,99,1.14,0,1,1,0,2020
55,48,Mikko Koskinen,31,EDM,38,33,18,13,3,97,1175,1078,.917,2.75,1,7.6,2117,17,.515,5,91,9.25,0,0,0,0,2020
56,49,Darcy Kuemper,29,ARI,29,29,16,11,2,65,903,838,.928,2.22,2,6.9,1753,22,.759,2,80,16.65,0,0,0,6,2020
57,50,Robin Lehner,28,TOT,36,34,19,10,5,99,1235,1136,.920,2.89,1,8.3,2055,19,.559,4,89,12.67,0,0,0,4,2020
60,51,Charlie Lindgren,26,MTL,6,6,2,4,0,20,178,158,.888,3.33,0,0.6,361,1,.167,1,,,0,0,0,0,2020
61,52,Henrik Lundqvist,37,NYR,30,26,10,12,3,84,883,799,.905,3.16,1,4.5,1597,13,.500,4,105,-4.16,0,1,1,2,2020
62,53,Alex Lyon,27,PHI,3,2,1,1,0,8,73,65,.890,3.55,0,0.3,135,0,.000,0,,,0,0,0,0,2020
63,54,Jacob Markström,30,VAN,43,43,23,16,4,117,1420,1303,.918,2.75,2,9.2,2552,25,.581,5,91,11.40,0,1,1,4,2020
64,55,Curtis McElhinney,36,TBL,18,18,8,7,3,52,551,499,.906,2.89,1,2.9,1081,8,.444,2,104,-2.18,0,0,0,0,2020
65,56,Elvis Merzļikins,25,CBJ,33,31,13,9,8,71,919,848,.923,2.35,5,6.5,1815,17,.548,3,85,12.10,0,0,0,0,2020
66,57,Ryan Miller,39,ANA,23,19,9,6,4,64,685,621,.907,3.10,0,3.6,1238,11,.579,2,103,-2.06,0,1,1,0,2020
67,58,Sam Montembeault,23,FLA,14,9,5,5,1,39,356,317,.890,3.34,0,1.3,701,3,.333,2,121,-6.81,0,0,0,0,2020
68,59,Petr Mrázek,27,CAR,40,38,21,16,2,104,1091,987,.905,2.69,3,5.6,2321,19,.500,7,105,-5.35,0,0,0,4,2020
69,60,Matt Murray,25,PIT,38,38,20,11,5,107,1055,948,.899,2.87,1,4.7,2238,16,.421,8,112,-11.60,0,1,1,2,2020
71,61,Alex Nedeljkovic,24,CAR,4,3,1,2,1,11,97,86,.887,3.05,0,0.3,216,1,.333,1,,,0,0,0,0,2020
72,62,Anders Nilsson,29,OTT,20,19,9,9,2,58,628,570,.908,3.18,0,3.4,1093,11,.579,5,102,-1.21,0,0,0,0,2020
73,63,Calvin Petersen,25,LAK,8,8,5,3,0,21,269,248,.922,2.64,0,1.9,477,5,.625,0,,,0,0,0,0,2020
74,64,Calvin Pickard,27,DET,3,1,0,2,0,15,74,59,.797,5.46,0,-0.5,165,0,.000,1,,,0,0,0,0,2020
75,65,Carey Price,32,MTL,58,58,27,25,6,160,1755,1595,.909,2.79,4,9.8,3440,31,.534,11,101,-1.31,0,0,0,6,2020
76,66,Cayden Primeau,20,MTL,2,2,1,1,0,5,72,67,.931,2.52,0,0.6,119,2,1.000,0,,,0,0,0,0,2020
77,67,Jonathan Quick,34,LAK,42,42,16,22,4,117,1224,1107,.904,2.79,1,6.2,2516,21,.500,5,106,-6.32,0,1,1,0,2020
78,68,Antti Raanta,30,ARI,33,32,15,14,3,80,1014,934,.921,2.63,2,7.0,1823,19,.594,3,87,11.69,0,0,0,2,2020
79,69,Tuukka Rask,32,BOS,41,41,26,8,6,85,1189,1104,.929,2.12,5,9.1,2402,28,.683,3,79,22.51,0,2,2,0,2020
80,70,James Reimer,31,CAR,25,24,14,6,2,61,712,651,.914,2.66,3,4.4,1378,15,.625,6,95,3.38,0,0,0,2,2020
81,71,Pekka Rinne,37,NSH,36,35,18,14,4,105,1004,899,.895,3.17,3,4.1,1988,16,.457,11,116,-14.22,1,2,3,0,2020
82,72,David Rittich,27,CGY,48,48,24,17,6,138,1478,1340,.907,2.97,2,7.9,2792,24,.500,7,103,-4.36,0,1,1,6,2020
83,73,Ilya Samsonov,22,WSH,26,22,16,6,2,60,689,629,.913,2.55,1,4.1,1411,13,.591,2,96,2.30,0,0,0,2,2020
84,74,Juuse Saros,24,NSH,40,34,17,12,4,98,1142,1044,.914,2.70,4,7.0,2177,21,.618,3,95,5.26,0,0,0,0,2020
85,75,Cory Schneider,33,NJD,13,11,3,6,2,40,355,315,.887,3.53,1,1.2,679,3,.273,3,125,-7.90,0,1,1,0,2020
86,76,Gilles Senn,23,NJD,2,1,0,1,0,4,41,37,.902,3.42,0,0.2,70,1,1.000,0,,,0,0,0,0,2020
87,77,Igor Shesterkin,24,NYR,12,12,10,2,0,29,424,395,.932,2.52,0,3.4,692,9,.750,1,76,9.34,0,0,0,0,2020
88,78,Mike Smith,37,EDM,39,37,19,12,6,106,1087,981,.902,2.95,1,5.3,2157,17,.459,9,108,-7.71,0,2,2,21,2020
89,79,Garret Sparks,26,VEG,1,0,0,0,0,2,14,12,.857,4.38,0,0.0,27,0,,0,,,0,0,0,0,2020
90,80,Alex Stalock,32,MIN,38,36,20,11,4,97,1082,985,.910,2.67,4,6.2,2177,19,.528,5,99,0.84,0,1,1,4,2020
92,81,Anthony Stolarz,26,ANA,1,1,0,1,0,2,36,34,.944,2.05,0,0.3,59,1,1.000,0,,,0,0,0,0,2020
93,82,Malcolm Subban,26,TOT,21,19,9,7,3,60,546,486,.890,3.17,0,1.9,1134,7,.368,7,122,-10.63,0,0,0,0,2020
96,83,Cam Talbot,32,CGY,26,22,12,10,1,63,780,717,.919,2.63,2,5.2,1435,11,.500,2,89,7.53,0,0,0,21,2020
97,84,Linus Ullmark,26,BUF,34,34,17,14,3,91,1066,975,.915,2.69,1,6.6,2027,19,.559,2,94,5.39,0,0,0,4,2020
98,85,Semyon Varlamov,31,NYI,45,39,19,14,6,110,1278,1168,.914,2.62,2,7.8,2517,21,.538,4,95,5.56,0,0,0,0,2020
99,86,Andrei Vasilevskiy,25,TBL,52,52,35,14,3,133,1605,1472,.917,2.56,3,10.4,3122,31,.596,7,92,12.13,0,4,4,4,2020
100,87,Adam Werner,22,COL,2,1,1,1,0,5,58,53,.914,3.42,0,0.4,88,0,.000,1,,,0,0,0,0,2020
0,1,Jake Allen,28,STL,46,45,19,17,8,121,1277,1156,.905,2.83,3,6.5,2568,25,.556,11,105,-5.90,0,0,0,0,2019
1,2,Frederik Andersen,29,TOR,60,60,36,16,7,162,1958,1796,.917,2.77,1,12.5,3510,38,.633,7,92,14.48,0,1,1,2,2019
2,3,Craig Anderson,37,OTT,50,47,17,27,4,163,1676,1513,.903,3.51,2,8.1,2785,19,.404,8,108,-11.94,0,2,2,0,2019
3,4,Richard Bachman,31,VAN,1,1,0,1,0,6,29,23,.793,6.00,0,-0.2,60,0,.000,1,,,0,0,0,0,2019
4,5,Jonathan Bernier,30,DET,35,30,9,18,5,98,1025,927,.904,3.16,1,5.1,1860,13,.433,5,106,-5.61,0,0,0,0,2019
5,6,Jordan Binnington,25,STL,32,30,24,5,1,59,807,748,.927,1.89,5,6.0,1876,20,.667,1,81,13.74,0,0,0,0,2019
6,7,Ben Bishop,32,DAL,46,45,27,15,2,87,1323,1236,.934,1.98,7,10.8,2637,31,.689,1,73,32.24,0,2,2,2,2019
7,8,Mackenzie Blackwood,22,NJD,23,21,10,10,0,55,669,614,.918,2.61,2,4.3,1264,14,.667,4,91,5.30,0,0,0,0,2019
8,9,Sergei Bobrovsky,30,CBJ,62,61,37,24,1,153,1756,1603,.913,2.58,9,10.4,3557,31,.508,13,97,5.27,0,0,0,2,2019
9,10,Landon Bow,23,DAL,2,0,0,0,0,1,19,18,.947,1.03,0,0.2,58,0,,0,,,0,0,0,0,2019
10,11,Kevin Boyle,26,ANA,5,4,1,3,0,10,139,129,.928,2.17,1,1.0,277,2,.500,0,,,0,0,0,0,2019
11,12,Laurent Brossoit,25,WPG,21,19,13,6,2,49,652,603,.925,2.52,1,4.7,1165,12,.632,2,83,9.77,0,0,0,0,2019
12,13,Peter Budaj,36,LAK,3,1,0,1,0,6,33,27,.818,5.02,0,-0.1,72,0,.000,1,,,0,0,0,0,2019
13,14,Jack Campbell,27,LAK,31,25,10,14,1,61,845,784,.928,2.30,2,6.3,1593,16,.640,3,80,15.16,0,1,1,0,2019
14,15,Eric Comrie,23,WPG,1,1,0,1,0,5,28,23,.821,5.01,0,-0.1,60,0,.000,1,,,0,0,0,0,2019
15,16,Mike Condon,28,OTT,2,2,0,2,0,8,40,32,.800,6.38,0,-0.2,75,0,.000,2,,,0,0,0,0,2019
16,17,Pheonix Copley,27,WSH,27,24,16,7,3,74,776,702,.905,2.90,1,3.9,1529,14,.583,4,106,-4.06,0,1,1,0,2019
17,18,Corey Crawford,34,CHI,39,39,14,18,5,108,1176,1068,.908,2.93,2,6.3,2213,17,.436,5,102,-2.00,0,4,4,0,2019
18,19,Joey Daccord,22,OTT,1,1,0,1,0,5,40,35,.875,5.00,0,0.1,60,0,.000,0,,,0,0,0,0,2019
19,20,Scott Darling,30,CAR,8,8,2,4,2,27,233,206,.884,3.34,0,0.7,486,2,.250,3,,,0,0,0,0,2019
20,Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,2019
21,21,Collin Delia,24,CHI,16,14,6,4,3,50,545,495,.908,3.61,0,2.9,831,6,.429,2,102,-0.88,0,0,0,0,2019
22,22,Aaron Dell,29,SJS,25,20,10,8,4,70,613,543,.886,3.17,2,1.9,1323,6,.300,6,127,-14.75,0,0,0,0,2019
23,23,Thatcher Demko,23,VAN,9,8,4,3,1,25,288,263,.913,2.81,0,1.7,534,6,.750,2,,,0,1,1,0,2019
24,24,Casey DeSmith,27,PIT,36,30,15,11,5,89,1060,971,.916,2.75,3,6.6,1944,18,.600,2,93,6.54,0,0,0,2,2019
25,25,Michael Dipietro,19,VAN,1,1,0,1,0,7,24,17,.708,7.00,0,-0.4,60,0,.000,1,,,0,0,0,0,2019
26,26,Louis Domingue,26,TBL,26,26,21,5,0,75,812,737,.908,2.88,0,4.3,1561,14,.538,2,102,-1.81,0,1,1,4,2019
27,27,Devan Dubnyk,32,MIN,67,66,31,28,6,163,1877,1714,.913,2.54,2,11.1,3855,38,.576,13,96,6.18,0,2,2,2,2019
28,28,Brian Elliott,33,PHI,26,23,11,11,1,69,741,672,.907,2.96,1,3.9,1397,12,.522,4,103,-2.21,0,1,1,2,2019
29,29,Marc-André Fleury,34,VEG,61,61,35,21,5,152,1745,1593,.913,2.51,8,10.3,3635,34,.557,7,97,5.28,0,2,2,4,2019
30,30,Pavel Francouz,28,COL,2,0,0,2,0,2,35,33,.943,1.96,0,0.3,61,0,,0,,,0,0,0,0,2019
31,31,Kaden Fulcher,20,DET,1,0,0,0,0,2,11,9,.818,4.41,0,0.0,27,0,,0,,,0,0,0,0,2019
32,32,Alexandar Georgiev,22,NYR,33,30,14,13,4,91,1057,966,.914,2.91,2,6.3,1874,15,.500,3,96,4.27,0,2,2,2,2019
33,33,Christopher Gibson,26,NYI,2,0,0,0,0,1,17,16,.941,1.50,0,0.2,40,0,,0,,,0,0,0,0,2019
34,34,John Gibson,25,ANA,58,57,26,22,8,153,1838,1685,.917,2.84,2,11.6,3233,34,.596,8,92,12.66,0,0,0,2,2019
35,35,Thomas Greiss,33,NYI,43,39,23,14,2,87,1185,1098,.927,2.28,5,8.7,2294,25,.641,7,81,19.81,0,1,1,4,2019
36,36,Philipp Grubauer,27,COL,37,33,18,9,5,89,1071,982,.917,2.64,3,6.8,2021,20,.606,5,92,7.53,0,0,0,0,2019
37,37,Jaroslav Halák,33,BOS,40,37,22,11,4,90,1158,1068,.922,2.34,5,8.0,2308,22,.595,4,86,14.37,0,4,4,0,2019
38,38,Carter Hart,20,PHI,31,30,16,13,1,81,976,895,.917,2.83,0,6.2,1717,14,.467,4,92,6.97,0,0,0,0,2019
39,39,Connor Hellebuyck,25,WPG,63,62,34,23,3,179,2051,1872,.913,2.90,2,12.1,3704,28,.452,6,97,5.86,0,3,3,4,2019
40,40,Adin Hill,22,ARI,13,11,7,5,0,32,322,290,.901,2.76,1,1.5,696,4,.364,1,,,0,0,0,0,2019
42,41,Marcus Högberg,24,OTT,4,4,0,2,1,14,121,107,.884,4.09,0,0.3,206,1,.250,1,,,0,0,0,0,2019
43,42,Braden Holtby,29,WSH,59,58,32,19,5,160,1795,1635,.911,2.82,3,10.2,3407,33,.569,9,99,1.79,0,2,2,2,2019
44,43,Jimmy Howard,34,DET,55,52,23,22,5,156,1709,1553,.909,3.07,0,9.3,3053,30,.577,6,101,-1.96,0,1,1,2,2019
45,44,Michael Hutchinson,28,TOT,9,8,3,4,2,27,239,212,.887,3.27,1,0.8,496,2,.250,2,,,0,0,0,0,2019
48,45,Carter Hutton,33,BUF,50,48,18,25,5,142,1541,1399,.908,3.00,0,8.3,2840,25,.521,5,102,-3.11,0,1,1,2,2019
49,46,Tristan Jarry,23,PIT,2,2,0,1,1,7,62,55,.887,3.50,0,0.2,120,1,.500,1,,,0,0,0,0,2019
50,47,Chad Johnson,32,TOT,19,11,2,11,0,49,406,357,.879,3.63,1,0.9,811,3,.273,3,134,-12.41,0,0,0,0,2019
53,48,Martin Jones,29,SJS,62,62,36,19,5,176,1699,1523,.896,2.94,3,7.0,3597,27,.435,14,115,-22.87,0,1,1,2,2019
54,49,Anton Khudobin,32,DAL,41,37,16,17,5,95,1232,1137,.923,2.57,2,8.6,2220,23,.622,3,86,16.04,0,0,0,2,2019
55,50,Keith Kinkaid,29,NJD,41,38,15,18,6,129,1188,1059,.891,3.36,3,4.3,2302,15,.395,11,120,-21.92,0,0,0,0,2019
56,51,Joonas Korpisalo,24,CBJ,27,21,10,7,3,67,651,584,.897,2.95,0,2.7,1361,8,.381,4,114,-8.32,0,0,0,0,2019
57,52,Mikko Koskinen,30,EDM,55,51,25,21,6,146,1551,1405,.906,2.93,4,8.0,2992,24,.471,8,104,-6.21,0,2,2,2,2019
58,53,Darcy Kuemper,28,ARI,55,55,27,20,8,126,1677,1551,.925,2.33,5,12.0,3251,36,.655,6,83,25.06,0,2,2,14,2019
59,54,Maxime Lagace,26,VEG,1,1,0,1,0,4,31,27,.871,4.03,0,0.0,60,0,.000,0,,,0,0,0,0,2019
60,55,Robin Lehner,27,NYI,46,43,25,13,5,93,1323,1230,.930,2.13,6,10.2,2616,26,.605,4,78,26.24,0,1,1,0,2019
61,56,Charlie Lindgren,25,MTL,1,1,1,0,0,5,49,44,.898,4.62,0,0.2,65,0,.000,0,,,0,0,0,0,2019
62,57,Henrik Lundqvist,36,NYR,52,52,18,23,10,158,1699,1541,.907,3.07,0,9.0,3089,30,.577,7,103,-4.87,0,3,3,0,2019
63,58,Roberto Luongo*,39,FLA,43,40,18,16,5,122,1205,1083,.899,3.12,1,5.3,2347,20,.500,7,112,-13.39,0,1,1,0,2019
64,59,Alex Lyon,26,PHI,2,1,0,1,0,6,31,25,.806,5.08,0,-0.2,71,0,.000,1,,,0,0,0,0,2019
65,60,Jacob Markström,29,VAN,60,60,28,23,9,166,1896,1730,.912,2.77,1,11.1,3599,34,.567,7,97,4.89,0,3,3,2,2019
67,61,Curtis McElhinney,35,CAR,33,33,20,11,2,85,968,883,.912,2.58,2,5.6,1978,17,.515,6,97,2.25,0,0,0,0,2019
68,62,Mike McKenna,35,TOT,11,7,1,5,1,34,316,282,.892,3.99,0,1.2,511,3,.429,1,,,0,0,0,0,2019
71,63,Ryan Miller,38,ANA,20,17,8,7,2,51,578,527,.912,2.76,1,3.3,1109,10,.588,2,98,1.10,0,0,0,0,2019
72,64,Hunter Miska,23,ARI,1,0,0,0,0,1,9,8,.889,3.28,0,0.0,18,0,,0,,,0,0,0,0,2019
73,65,Sam Montembeault,22,FLA,11,10,4,3,2,30,282,252,.894,3.04,0,1.1,591,5,.500,3,,,0,1,1,0,2019
74,66,Petr Mrázek,26,CAR,40,40,23,14,3,95,1104,1009,.914,2.39,4,6.6,2387,23,.575,4,95,4.51,0,1,1,6,2019
75,67,Matt Murray,24,PIT,50,50,29,14,6,129,1594,1465,.919,2.69,4,10.4,2880,29,.580,10,90,14.67,0,0,0,4,2019
76,68,Alex Nedeljkovic,23,CAR,1,1,1,0,0,2,26,24,.923,2.00,0,0.2,60,1,1.000,0,,,0,0,0,0,2019
77,69,Michal Neuvirth,30,PHI,7,6,1,4,1,26,184,158,.859,4.27,0,0.0,366,1,.167,4,,,0,0,0,0,2019
78,70,Antti Niemi,35,MTL,17,17,8,6,2,61,539,478,.887,3.78,0,1.7,969,4,.235,5,126,-12.42,0,1,1,0,2019
79,71,Anders Nilsson,28,TOT,36,34,14,19,1,101,1098,997,.908,2.97,2,5.9,2040,14,.412,6,102,-2.04,0,1,1,0,2019
82,72,Eddie Pasquale,28,TBL,3,3,2,1,0,12,102,90,.882,3.96,0,0.3,182,1,.333,1,,,0,0,0,0,2019
83,73,Calvin Petersen,24,LAK,11,10,5,4,1,27,355,328,.924,2.61,1,2.5,622,6,.600,1,84,5.00,0,0,0,0,2019
84,74,Calvin Pickard,26,TOT,17,12,4,6,2,48,384,336,.875,3.86,1,0.7,747,4,.333,4,139,-13.39,0,0,0,2,2019
87,75,Carey Price,31,MTL,66,64,35,24,6,161,1952,1791,.918,2.49,4,12.5,3880,37,.578,6,92,14.94,0,1,1,2,2019
88,76,Jonathan Quick,33,LAK,46,46,16,23,7,149,1329,1180,.888,3.38,2,4.3,2648,19,.413,11,124,-29.21,0,2,2,6,2019
89,77,Antti Raanta,29,ARI,12,12,5,6,0,33,351,318,.906,2.88,0,1.8,687,6,.500,1,104,-1.36,0,1,1,0,2019
90,78,Tuukka Rask,31,BOS,46,45,27,13,5,109,1245,1136,.912,2.48,4,7.3,2635,24,.533,5,97,3.21,0,2,2,4,2019
91,79,James Reimer,30,FLA,36,29,13,12,5,93,929,836,.900,3.09,0,4.2,1805,10,.345,6,111,-9.27,0,0,0,0,2019
92,80,Pekka Rinne,36,NSH,56,55,30,19,4,130,1581,1451,.918,2.42,4,10.1,3220,30,.545,7,91,12.50,0,0,0,4,2019
94,81,David Rittich,26,CGY,45,42,27,9,5,109,1228,1119,.911,2.61,1,7.0,2503,26,.619,8,98,1.68,0,0,0,4,2019
95,82,Juuse Saros,23,NSH,31,27,17,10,2,74,870,796,.915,2.62,3,5.3,1696,14,.519,6,94,4.41,0,0,0,0,2019
96,83,Cory Schneider,32,NJD,26,23,6,13,4,70,718,648,.903,3.06,1,3.4,1372,10,.435,5,108,-5.29,0,0,0,0,2019
97,84,Mike Smith,36,CGY,42,40,23,16,2,109,1069,960,.898,2.72,2,4.6,2400,20,.500,9,113,-12.65,0,3,3,2,2019
98,85,Garret Sparks,25,TOR,20,17,8,9,1,58,592,534,.902,3.15,1,2.8,1105,8,.471,3,109,-4.64,0,0,0,0,2019
99,86,Alex Stalock,31,MIN,21,16,6,8,3,53,525,472,.899,2.99,0,2.3,1065,9,.563,1,112,-5.68,0,2,2,4,2019
100,87,Anthony Stolarz,25,TOT,18,12,4,5,3,50,503,453,.901,3.45,1,2.3,869,5,.417,2,110,-4.66,0,0,0,0,2019
103,88,Malcolm Subban,25,VEG,21,20,8,10,2,60,612,552,.902,2.93,1,2.9,1227,8,.400,3,109,-4.84,0,0,0,4,2019
104,89,Cam Talbot,31,TOT,35,32,11,17,3,108,997,889,.892,3.40,1,3.6,1906,9,.281,10,120,-18.14,0,1,1,0,2019
107,90,Linus Ullmark,25,BUF,37,34,15,14,5,109,1146,1037,.905,3.11,2,5.8,2102,18,.529,6,106,-5.71,0,1,1,0,2019
108,91,Semyon Varlamov,30,COL,49,49,20,19,9,136,1496,1360,.909,2.87,2,8.2,2839,25,.510,9,101,-1.16,0,0,0,2,2019
109,92,Andrei Vasilevskiy,24,TBL,53,53,39,10,4,128,1713,1585,.925,2.40,6,12.4,3204,34,.642,7,83,26.40,0,3,3,6,2019
110,93,Cam Ward,34,CHI,33,29,16,12,4,115,1113,998,.897,3.67,0,4.6,1882,15,.517,5,115,-14.68,0,1,1,4,2019
0,1,Jake Allen,27,STL,59,56,27,25,3,152,1614,1462,.906,2.75,1,7.9,3317,27,.482,8,107,-10.34,0,1,1,0,2018
1,2,Frederik Andersen,28,TOR,66,66,38,21,5,182,2211,2029,.918,2.81,5,13.6,3889,37,.561,8,94,12.06,0,1,1,2,2018
2,3,Craig Anderson,36,OTT,58,55,23,25,6,180,1768,1588,.898,3.32,2,7.2,3251,25,.455,11,116,-24.83,0,0,0,2,2018
3,4,Kenneth Appleby,22,NJD,3,1,0,1,0,3,55,52,.945,1.45,0,0.5,124,0,.000,0,,,0,0,0,0,2018
4,5,Jonathan Bernier,29,COL,37,34,19,13,3,95,1092,997,.913,2.85,2,6.2,2001,18,.529,5,99,0.84,0,1,1,0,2018
5,6,Reto Berra,31,ANA,5,1,1,1,0,7,95,88,.926,2.31,0,0.7,182,1,1.000,0,,,0,0,0,0,2018
6,7,Jean-François Bérubé,26,CHI,13,10,3,6,1,42,398,356,.894,3.78,0,1.4,667,3,.300,3,120,-7.07,0,0,0,0,2018
7,8,Ben Bishop,31,DAL,53,51,26,17,5,120,1437,1317,.916,2.49,5,8.7,2887,27,.529,8,95,6.12,0,1,1,4,2018
8,9,Sergei Bobrovsky,29,CBJ,65,65,37,22,6,158,1993,1835,.921,2.42,5,12.9,3912,38,.585,10,90,16.92,0,3,3,0,2018
9,10,Laurent Brossoit,24,EDM,14,10,3,7,1,40,343,303,.883,3.24,0,0.8,740,5,.500,2,133,-9.90,0,1,1,0,2018
10,11,Peter Budaj,35,TBL,8,7,3,3,1,27,217,190,.876,3.76,0,0.3,430,2,.286,1,,,0,0,0,0,2018
11,12,Jack Campbell,26,LAK,5,4,2,0,2,11,145,134,.924,2.48,0,1.0,267,2,.500,0,,,0,0,0,0,2018
12,13,Eric Comrie,22,WPG,3,3,1,2,0,12,94,82,.872,3.99,0,0.1,180,1,.333,0,,,0,0,0,0,2018
13,14,Mike Condon,27,OTT,31,26,5,17,5,88,898,810,.902,3.25,0,4.0,1626,13,.500,6,112,-9.18,0,2,2,0,2018
14,15,Jared Coreau,26,DET,7,7,0,5,1,27,203,176,.867,4.26,0,0.1,380,1,.143,2,,,0,0,0,0,2018
15,16,Corey Crawford,33,CHI,28,27,16,9,2,60,842,782,.929,2.27,2,6.2,1584,17,.630,3,81,13.90,0,0,0,0,2018
16,17,Oscar Dansk,23,VEG,4,3,3,0,0,5,93,88,.946,1.78,1,0.9,169,3,1.000,0,,,0,0,0,0,2018
17,18,Scott Darling,29,CAR,43,40,13,21,7,131,1171,1040,.888,3.18,0,3.5,2475,14,.350,7,127,-28.22,0,0,0,2,2018
18,19,Collin Delia,23,CHI,2,2,1,1,0,7,63,56,.889,3.96,0,0.2,106,1,.500,0,,,0,0,0,2,2018
19,20,Aaron Dell,28,SJS,29,22,15,5,4,67,775,708,.914,2.64,2,4.4,1522,11,.500,4,98,1.02,0,1,1,0,2018
20,Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,2018
21,21,Thatcher Demko,22,VAN,1,1,1,0,0,4,30,26,.867,3.91,0,0.0,61,0,.000,0,,,0,0,0,0,2018
22,22,Casey DeSmith,26,PIT,14,11,6,4,1,28,356,328,.921,2.40,1,2.3,700,7,.636,1,90,3.25,0,0,0,2,2018
23,23,Louis Domingue,25,TOT,19,16,7,9,1,61,578,517,.894,3.41,0,2.1,1074,6,.375,3,120,-10.27,0,0,0,2,2018
26,24,Devan Dubnyk,31,MIN,60,59,35,16,7,145,1769,1624,.918,2.52,5,11.0,3450,36,.610,8,93,10.26,0,3,3,12,2018
27,25,Brian Elliott,32,PHI,43,42,23,11,7,112,1228,1116,.909,2.66,1,6.4,2522,20,.476,6,104,-4.22,0,1,1,2,2018
28,26,Dylan Ferguson,19,VEG,1,0,0,0,0,1,2,1,.500,6.50,0,-0.1,9,0,,0,,,0,0,0,0,2018
29,27,Marc-André Fleury,33,VEG,46,46,29,13,4,100,1376,1276,.927,2.24,4,9.9,2673,31,.674,4,83,20.77,0,1,1,6,2018
30,28,Anton Forsberg,25,CHI,35,30,10,16,4,85,921,836,.908,2.97,0,4.7,1715,14,.467,7,105,-4.17,0,1,1,0,2018
31,29,Scott Foster,36,CHI,1,0,0,0,0,0,7,7,1.000,0.00,0,0.1,14,0,,0,,,0,0,0,0,2018
32,30,Alexandar Georgiev,21,NYR,10,9,4,4,1,27,331,304,.918,3.15,0,2.1,515,5,.556,1,93,2.05,0,0,0,0,2018
33,31,Christopher Gibson,25,NYI,8,8,2,3,2,26,284,258,.908,3.65,0,1.5,427,5,.625,3,,,0,0,0,0,2018
34,32,John Gibson,24,ANA,60,60,31,18,7,139,1872,1733,.926,2.43,4,13.2,3428,39,.650,4,85,25.30,0,1,1,16,2018
35,33,Jon Gillies,24,CGY,11,9,3,5,1,29,280,251,.896,2.88,0,1.1,605,5,.556,2,,,0,0,0,2,2018
36,34,Jeff Glass,32,CHI,15,13,3,7,3,46,452,406,.898,3.36,0,1.8,821,5,.385,2,116,-6.33,0,0,0,2,2018
37,35,Thomas Greiss,32,NYI,27,25,13,8,2,95,879,784,.892,3.82,1,3.0,1492,9,.360,7,123,-17.85,0,0,0,0,2018
38,36,Philipp Grubauer,26,WSH,35,28,15,10,3,73,953,880,.923,2.35,3,6.5,1865,19,.679,3,87,10.64,0,1,1,0,2018
39,37,Jaroslav Halák,32,NYI,54,49,20,26,6,161,1744,1583,.908,3.19,1,8.9,3024,22,.449,8,105,-7.93,0,0,0,4,2018
40,38,Brandon Halverson,21,NYR,1,0,0,0,0,1,6,5,.833,4.78,0,0.0,13,0,,0,,,0,0,0,0,2018
41,39,Andrew Hammond,29,COL,1,1,0,1,0,2,33,31,.939,2.06,0,0.3,58,1,1.000,0,,,0,0,0,0,2018
42,40,Connor Hellebuyck,24,WPG,67,64,44,11,9,156,2048,1892,.924,2.36,6,14.0,3966,39,.609,6,87,23.75,0,2,2,0,2018
44,41,Adin Hill,21,ARI,4,4,1,3,0,14,129,115,.891,3.49,0,0.4,241,2,.500,1,,,0,0,0,0,2018
45,42,Braden Holtby,28,WSH,54,54,34,16,4,153,1648,1495,.907,2.99,0,8.3,3068,30,.556,9,106,-8.36,0,0,0,2,2018
46,43,Jimmy Howard,33,DET,60,57,22,27,9,160,1770,1610,.910,2.85,1,9.4,3368,28,.491,6,103,-4.65,0,1,1,10,2018
47,44,Michael Hutchinson,27,WPG,3,3,2,1,0,7,75,68,.907,3.26,0,0.4,129,2,.667,1,,,0,1,1,0,2018
48,45,Carter Hutton,32,STL,32,26,17,7,3,56,810,754,.931,2.09,3,6.2,1610,19,.731,2,79,15.09,0,0,0,2,2018
49,46,Tristan Jarry,22,PIT,26,23,14,6,2,63,687,624,.908,2.77,2,3.5,1364,14,.609,4,104,-2.70,0,2,2,4,2018
50,47,Chad Johnson,31,BUF,36,29,10,16,3,105,962,857,.891,3.55,0,3.1,1774,12,.414,6,124,-20.57,0,0,0,0,2018
51,48,Martin Jones,28,SJS,60,60,30,22,6,145,1699,1554,.915,2.55,4,9.9,3416,36,.600,9,97,4.12,0,0,0,2,2018
