RK,PLAYER,AGE,TM,GOALIE_STATS_GP,GOALIE_STATS_GS,GOALIE_STATS_W,GOALIE_STATS_L,GOALIE_STATS_T/O,GOALIE_STATS_GA,SA,SV,SV%,GOALIE_STATS_GAA,GOALIE_STATS_SO,GPS,GOALIE_STATS_MIN,GOALIE_STATS_QS,GOALIE_STATS_QS%,GOALIE_STATS_RBS,GOALIE_STATS_GA%-,GOALIE_STATS_GSAA,SCORING_G,SCORING_A,SCORING_PTS,SCORING_PIM,SEASON
54,Ján Lašák,22,NSH,3,,0,3,0,13,104,91,.875,4.40,0,0.3,177,,,,,,0,0,0,2,2002
55,Manny Legace,28,DET,20,,10,6,2,45,503,458,.911,2.42,1,3.3,1117,,,,97,1.40,0,1,1,0,2002
56,Neil Little,30,PHI,1,,0,1,0,4,29,25,.862,4.00,0,0.0,60,,,,,,0,0,0,10,2002
57,Roberto Luongo,22,FLA,58,,16,33,4,140,1653,1513,.915,2.77,4,11.6,3030,,,,92,12.49,0,1,1,2,2002
58,Norm Maracle,27,ATL,1,,0,1,0,3,20,17,.850,3.00,0,0.0,60,,,,,,0,0,0,0,2002
59,Jussi Markkanen,26,EDM,14,,6,4,2,24,336,312,.929,1.88,2,2.9,784,,,,77,7.00,0,0,0,0,2002
60,Olivier Michaud,18,MTL,1,,0,0,0,0,14,14,1.000,0.00,0,0.2,18,,,,,,0,0,0,0,2002
61,Evgeni Nabokov,26,SJS,67,,37,24,5,149,1818,1669,.918,2.29,7,13.3,3901,,,,89,18.71,1,3,4,14,2002
62,Mika Noronen,22,BUF,10,,4,3,1,23,217,194,.894,2.66,0,1.0,518,,,,,,0,0,0,2,2002
63,Pasi Nurminen,26,ATL,9,,2,5,0,28,275,247,.898,3.78,0,1.4,465,,,,,,0,0,0,0,2002
64,Chris Osgood,29,NYI,66,,32,25,6,156,1727,1571,.910,2.50,4,11.0,3743,,,,98,3.31,0,4,4,10,2002
65,Steve Passmore,29,CHI,23,,8,5,4,43,446,403,.904,2.26,0,2.5,1142,,,,105,-1.86,0,1,1,2,2002
66,Félix Potvin,30,LAK,71,,31,27,8,157,1686,1529,.907,2.31,6,10.2,4071,,,,101,-1.47,0,1,1,19,2002
67,Martin Prusek,26,OTT,1,,0,1,0,3,15,12,.800,2.92,0,-0.1,62,,,,,,0,0,0,0,2002
68,Andrew Raycroft,21,BOS,1,,0,0,1,3,29,26,.897,2.77,0,0.1,65,,,,,,0,0,0,0,2002
69,Damian Rhodes,32,ATL,15,,2,10,1,47,439,392,.893,3.67,0,2.0,769,,,,116,-6.50,0,0,0,0,2002
70,Mike Richter,35,NYR,55,,24,26,4,157,1675,1518,.906,2.95,2,10.0,3195,,,,102,-2.48,0,0,0,4,2002
71,Dwayne Roloson,32,MIN,45,,14,20,7,112,1132,1020,.901,2.68,5,6.1,2506,,,,107,-7.57,0,0,0,8,2002
72,Patrick Roy,36,COL,63,,32,23,8,122,1629,1507,.925,1.94,9,13.3,3773,,,,81,28.27,0,3,3,26,2002
73,Tommy Salo,30,EDM,69,,30,28,10,149,1713,1564,.913,2.20,6,11.6,4035,,,,94,9.02,0,1,1,2,2002
74,Corey Schwab,31,TOR,30,,12,10,5,75,707,632,.894,2.73,1,3.2,1646,,,,115,-9.78,0,0,0,2,2002
75,Steve Shields,29,MDA,33,,9,20,2,79,850,771,.907,2.67,0,5.2,1777,,,,101,-0.59,0,0,0,4,2002
76,Pēteris Skudra,28,VAN,23,,10,8,2,47,508,461,.907,2.42,1,3.1,1166,,,,100,-0.14,0,0,0,2,2002
77,Garth Snow,32,NYI,25,,10,7,2,55,549,494,.900,2.72,2,2.9,1217,,,,109,-4.36,0,0,0,14,2002
78,Jamie Storr,26,LAK,19,,9,4,3,28,360,332,.922,1.90,2,2.8,886,,,,84,5.21,0,0,0,4,2002
79,José Théodore,25,MTL,67,,30,24,10,136,1972,1836,.931,2.11,7,17.4,3864,,,,75,45.91,0,2,2,2,2002
80,Jocelyn Thibault,27,CHI,67,,33,23,9,159,1626,1467,.902,2.49,6,9.0,3838,,,,106,-9.00,0,0,0,2,2002
81,Vesa Toskala,24,SJS,1,,0,0,0,0,2,2,1.000,0.00,0,0.0,10,,,,,,0,0,0,0,2002
82,Ron Tugnutt,34,CBJ,44,,12,27,3,119,1195,1076,.900,2.85,2,6.4,2502,,,,108,-8.76,0,1,1,0,2002
83,Marty Turco,26,DAL,31,,15,6,2,53,670,617,.921,2.09,2,5.1,1519,,,,86,8.81,0,0,0,10,2002
84,Roman Turek,31,CGY,69,,30,28,11,172,1839,1667,.906,2.53,5,11.1,4081,,,,101,-2.35,0,5,5,4,2002
85,John Vanbiesbrouck,38,NJD,5,,2,3,0,10,117,107,.915,2.00,0,0.8,300,,,,,,0,0,0,4,2002
86,Mike Vernon,38,CGY,18,,2,9,1,38,375,337,.899,2.76,1,1.9,825,,,,110,-3.41,0,3,3,0,2002
87,Tomáš Vokoun,25,NSH,29,,5,14,4,66,678,612,.903,2.69,2,3.8,1471,,,,106,-3.46,0,0,0,2,2002
88,Kevin Weekes,26,TOT,21,,5,9,0,43,511,468,.916,2.72,2,3.6,950,,,,91,4.14,0,0,0,0,2002
89,Kay Whitmore,34,CGY,1,,0,1,0,3,21,18,.857,3.08,0,0.0,58,,,,,,0,0,0,0,2002
1,David Aebischer,22,COL,26,,12,7,3,52,538,486,.903,2.24,3,3.3,1393,,,,100,0.04,0,1,1,0,2001
2,Jean-Sébastien Aubin,23,PIT,36,,20,14,1,107,973,866,.890,3.33,0,4.6,2050,,,,114,-12.87,0,1,1,4,2001
3,Ed Belfour,35,DAL,63,,35,20,7,144,1508,1364,.905,2.34,8,9.5,3687,,,,99,1.88,0,1,1,4,2001
4,Zac Bierk,24,MIN,1,,0,1,0,6,27,21,.778,6.00,0,-0.2,60,,,,,,0,0,0,2,2001
5,Craig Billington,34,WSH,12,,3,5,2,27,317,290,.915,2.45,0,2.3,660,,,,,,0,1,1,0,2001
6,Martin Biron,23,BUF,18,,7,7,1,39,427,388,.909,2.55,2,2.9,918,,,,94,2.31,0,0,0,0,2001
7,Brian Boucher,24,PHI,27,,8,12,5,80,644,564,.876,3.27,1,2.0,1470,,,,128,-17.70,0,0,0,2,2001
8,Fred Brathwaite,28,CGY,49,,15,17,10,106,1181,1075,.910,2.32,5,8.1,2742,,,,93,8.25,0,1,1,2,2001
9,Martin Brodeur,28,NJD,72,,42,17,11,166,1762,1596,.906,2.32,9,11.3,4297,,,,97,4.45,0,1,1,14,2001
10,Sean Burke,34,PHX,62,,25,22,13,138,1767,1629,.922,2.27,4,14.4,3644,,,,81,32.84,0,1,1,16,2001
11,Roman Čechmánek,29,PHI,59,,35,15,6,115,1464,1349,.921,2.01,10,11.9,3431,,,,81,26.62,0,1,1,4,2001
12,Dan Cloutier,24,TOT,40,,7,19,8,96,889,793,.892,3.00,1,4.4,1919,,,,112,-10.00,0,0,0,4,2001
13,Byron Dafoe,29,BOS,45,,22,14,7,101,1076,975,.906,2.39,2,6.9,2536,,,,97,3.09,0,2,2,6,2001
14,Marc Denis,23,CBJ,32,,6,20,4,99,940,841,.895,3.25,0,4.9,1830,,,,109,-8.07,0,0,0,2,2001
15,Rick DiPietro,19,NYI,20,,3,15,1,63,515,452,.878,3.49,0,1.7,1083,,,,126,-13.18,0,2,2,6,2001
16,Mike Dunham,28,NSH,48,,21,21,4,107,1381,1274,.923,2.33,4,11.4,2810,,,,80,26.59,0,0,0,2,2001
17,Robert Esche,23,PHX,25,,10,8,4,68,657,589,.896,3.02,2,3.5,1350,,,,107,-4.44,0,3,3,2,2001
18,Bob Essensa,36,VAN,39,,18,12,3,92,854,762,.892,2.68,1,4.2,2059,,,,111,-9.39,0,0,0,4,2001
19,Scott Fankhouser,25,ATL,7,,2,1,0,16,160,144,.900,3.44,0,0.9,260,,,,,,0,0,0,2,2001
20,Manny Fernandez,26,MIN,42,,19,17,4,92,1147,1055,.920,2.24,4,9.1,2461,,,,83,18.96,0,0,0,6,2001
Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,2001
21,Éric Fichaud,25,MTL,2,,0,2,0,4,32,28,.875,3.89,0,0.1,62,,,,,,0,0,0,0,2001
22,Stéphane Fiset,30,LAK,7,,3,0,1,19,129,110,.853,3.58,0,0.1,318,,,,,,0,0,0,2,2001
23,Wade Flaherty,33,TOT,22,,6,12,0,64,525,461,.878,3.38,1,1.8,1135,,,,126,-13.21,0,0,0,2,2001
24,Mike Fountain,29,OTT,1,,0,1,0,3,25,22,.880,3.07,0,0.1,59,,,,,,0,0,0,0,2001
25,Joaquin Gage,27,EDM,5,,2,2,0,15,125,110,.880,3.46,0,0.5,260,,,,,,0,0,0,0,2001
26,Mathieu Garon,23,MTL,11,,4,5,1,24,233,209,.897,2.44,2,1.3,589,,,,,,0,0,0,0,2001
27,Jean-Sébastien Giguère,23,MDA,34,,11,17,5,87,976,889,.911,2.57,4,6.8,2031,,,,92,7.42,0,2,2,8,2001
28,John Grahame,25,BOS,10,,3,4,0,28,211,183,.867,3.57,0,0.5,471,,,,,,0,0,0,2,2001
29,Derek Gustafson,21,MIN,4,,1,3,0,10,97,87,.897,2.51,0,0.5,239,,,,,,0,0,0,0,2001
30,Jeff Hackett,32,MTL,19,,4,10,2,54,477,423,.887,3.25,0,2.1,998,,,,117,-7.86,0,1,1,0,2001
31,Dominik Hašek,36,BUF,67,,37,24,4,137,1726,1589,.921,2.11,11,13.9,3904,,,,82,29.97,0,3,3,22,2001
32,Glenn Healy,38,TOR,15,,4,7,3,38,331,293,.885,2.62,0,1.4,871,,,,119,-5.98,0,0,0,0,2001
33,Guy Hebert,34,TOT,54,,17,30,5,157,1521,1364,.897,3.19,2,8.3,2950,,,,107,-9.86,0,0,0,0,2001
34,Johan Hedberg,27,PIT,9,,7,1,1,24,253,229,.905,2.64,0,1.6,545,,,,,,0,0,0,0,2001
35,Corey Hirsch,28,WSH,1,,1,0,0,0,8,8,1.000,0.00,0,0.1,20,,,,,,0,0,0,0,2001
36,Milan Hnilička,27,ATL,36,,12,19,2,105,951,846,.890,3.41,2,4.4,1879,,,,114,-13.00,0,0,0,4,2001
37,Johan Holmqvist,22,NYR,2,,0,2,0,10,71,61,.859,5.05,0,0.1,119,,,,,,0,0,0,2,2001
38,Jani Hurme,26,OTT,22,,12,5,4,54,563,509,.904,2.50,2,3.5,1296,,,,99,0.46,0,0,0,0,2001
39,Artūrs Irbe,33,CAR,77,,37,29,9,180,1947,1767,.908,2.45,6,12.9,4406,,,,96,8.35,0,2,2,6,2001
40,Brent Johnson,23,STL,31,,19,9,2,63,676,613,.907,2.17,4,4.4,1744,,,,96,2.39,0,0,0,2,2001
41,Curtis Joseph,33,TOR,68,,33,27,8,163,1907,1744,.915,2.39,6,14.0,4100,,,,88,21.48,0,1,1,8,2001
42,Nikolai Khabibulin,28,TBL,2,,1,1,0,6,69,63,.913,2.92,0,0.5,123,,,,,,0,0,0,0,2001
43,Trevor Kidd,28,FLA,42,,10,23,6,130,1217,1087,.893,3.31,1,6.1,2354,,,,110,-12.27,0,1,1,6,2001
44,Miikka Kiprusoff,24,SJS,5,,2,1,0,5,51,46,.902,1.94,0,0.3,154,,,,,,0,0,0,0,2001
45,Dieter Kochan,26,TBL,10,,0,3,0,18,138,120,.870,3.44,0,0.3,314,,,,,,0,0,0,0,2001
46,Olaf Kölzig,30,WSH,72,,37,26,8,177,1941,1764,.909,2.48,5,13.1,4279,,,,94,10.77,0,2,2,14,2001
47,Evgeny Konstantinov,19,TBL,1,,0,0,0,0,0,0,,0.00,0,0.0,1,,,,,,0,0,0,0,2001
48,Jason LaBarbera,21,NYR,1,,0,0,0,0,2,2,1.000,0.00,0,0.0,10,,,,,,0,0,0,0,2001
49,Patrick Lalime,26,OTT,60,,36,19,5,141,1640,1499,.914,2.35,7,12.0,3607,,,,89,17.65,0,1,1,2,2001
50,Michel Larocque,24,CHI,3,,0,2,0,9,59,50,.847,3.55,0,0.0,152,,,,,,0,0,0,0,2001
51,Manny Legace,27,DET,39,,24,5,5,73,909,836,.920,2.05,2,7.2,2136,,,,83,14.93,0,2,2,4,2001
52,Roberto Luongo,21,FLA,47,,12,24,7,107,1333,1226,.920,2.44,5,10.6,2628,,,,83,21.95,0,0,0,2,2001
53,Norm Maracle,26,ATL,13,,2,8,3,43,406,363,.894,3.43,0,2.1,753,,,,109,-3.72,0,0,0,0,2001
54,Chris Mason,24,NSH,1,,0,1,0,2,20,18,.900,2.05,0,0.1,59,,,,,,0,0,0,0,2001
55,Kirk McLean,34,NYR,23,,8,10,1,71,639,568,.889,3.49,0,2.9,1220,,,,115,-9.18,0,0,0,0,2001
56,Jamie McLennan,29,MIN,38,,5,23,9,98,1032,934,.905,2.64,2,6.5,2230,,,,98,1.83,0,1,1,4,2001
57,Tyler Moss,25,CAR,12,,1,6,0,37,251,214,.853,3.99,0,0.2,557,,,,,,0,0,0,0,2001
58,Evgeni Nabokov,25,SJS,66,,32,21,7,135,1582,1447,.915,2.19,6,11.7,3700,,,,88,18.04,0,2,2,8,2001
59,Gregg Naumenko,23,MDA,2,,0,1,0,7,29,22,.759,5.99,0,-0.3,70,,,,,,0,0,0,2,2001
60,Mika Noronen,21,BUF,2,,2,0,0,5,39,34,.872,2.77,0,0.1,108,,,,,,0,0,0,0,2001
61,Chris Osgood,28,DET,52,,25,19,4,127,1310,1183,.903,2.69,1,8.0,2834,,,,100,-0.27,0,0,0,8,2001
62,Maxime Ouellet,19,PHI,2,,0,1,0,3,27,24,.889,2.38,0,0.1,76,,,,,,0,0,0,0,2001
63,Rich Parent,28,PIT,7,,1,1,3,17,150,133,.887,3.08,0,0.6,332,,,,,,0,0,0,0,2001
64,Steve Passmore,28,TOT,20,,3,12,2,51,457,406,.888,2.89,1,2.1,1058,,,,115,-6.79,0,0,0,4,2001
65,Félix Potvin,29,TOT,58,,27,22,8,149,1485,1336,.900,2.62,6,8.5,3416,,,,104,-5.34,0,5,5,4,2001
66,Andrew Raycroft,20,BOS,15,,4,6,0,32,291,259,.890,2.96,0,1.4,649,,,,,,0,0,0,0,2001
67,Damian Rhodes,31,ATL,38,,7,19,7,116,1129,1013,.897,3.40,0,6.2,2072,,,,106,-6.78,0,0,0,16,2001
68,Mike Richter,34,NYR,45,,20,21,3,144,1343,1199,.893,3.28,0,6.7,2635,,,,111,-14.08,0,0,0,0,2001
69,Dominic Roussel,30,TOT,21,,3,9,2,52,446,394,.883,3.12,0,1.8,1001,,,,121,-8.86,0,0,0,2,2001
70,Patrick Roy,35,COL,62,,40,13,7,132,1513,1381,.913,2.22,4,10.8,3585,,,,90,14.36,0,5,5,10,2001
71,Tommy Salo,29,EDM,73,,36,25,12,179,1856,1677,.904,2.46,8,11.5,4364,,,,100,0.55,0,1,1,4,2001
72,Travis Scott,25,LAK,1,,0,0,0,3,10,7,.700,7.28,0,-0.2,25,,,,,,0,0,0,0,2001
73,Steve Shields,28,SJS,21,,6,8,5,47,531,484,.911,2.48,2,3.7,1135,,,,91,4.37,0,0,0,2,2001
74,Pēteris Skudra,27,TOT,26,,6,12,1,62,511,449,.879,3.33,0,1.8,1117,,,,125,-12.57,0,0,0,0,2001
75,Garth Snow,31,PIT,35,,14,15,4,101,1014,913,.900,2.98,3,5.9,2032,,,,103,-2.91,0,0,0,8,2001
76,Jamie Storr,25,LAK,45,,19,18,6,114,1131,1017,.899,2.74,4,6.4,2498,,,,104,-4.59,0,0,0,4,2001
77,Robbie Tallas,27,CHI,12,,2,7,0,35,265,230,.868,3.35,0,0.6,627,,,,,,0,0,0,0,2001
78,Chris Terreri,36,TOT,18,,4,9,2,39,372,333,.895,2.67,0,2.0,896,,,,108,-3.01,0,0,0,2,2001
79,José Théodore,24,MTL,59,,20,29,5,141,1546,1405,.909,2.57,2,10.4,3298,,,,94,8.56,1,0,1,6,2001
80,Jocelyn Thibault,26,CHI,66,,27,32,7,180,1711,1531,.895,2.81,6,8.9,3844,,,,109,-14.48,0,3,3,2,2001
81,Ron Tugnutt,33,CBJ,53,,22,25,5,127,1528,1401,.917,2.44,4,11.6,3129,,,,86,20.82,0,1,1,2,2001
82,Marty Turco,25,DAL,26,,13,6,1,40,532,492,.925,1.90,3,4.5,1266,,,,78,11.46,0,0,0,12,2001
83,Roman Turek,30,STL,54,,24,18,10,123,1248,1125,.901,2.27,6,7.4,3232,,,,102,-2.27,0,1,1,6,2001
84,John Vanbiesbrouck,37,TOT,48,,14,25,5,126,1270,1144,.901,2.90,2,7.5,2630,,,,103,-3.14,0,0,0,8,2001
85,Mike Vernon,37,CGY,41,,12,23,5,121,1034,913,.883,3.23,3,4.1,2246,,,,121,-20.97,0,1,1,16,2001
86,Tomáš Vokoun,24,NSH,37,,13,17,5,85,940,855,.910,2.51,2,6.4,2088,,,,93,5.93,0,0,0,2,2001
87,Kevin Weekes,25,TBL,61,,20,33,3,177,1742,1565,.898,3.15,4,9.8,3378,,,,105,-8.48,0,1,1,4,2001
88,Kay Whitmore,33,BOS,5,,1,2,0,18,94,76,.809,5.33,0,-0.4,203,,,,,,0,0,0,0,2001
89,Vitali Yeremeyev,25,NYR,4,,0,4,0,16,104,88,.846,4.52,0,0.0,212,,,,,,0,0,0,0,2001
1,Jean-Sébastien Aubin,22,PIT,51,,23,21,3,120,1392,1272,.914,2.58,2,9.9,2789,,,,90,13.09,0,1,1,2,2000
2,Tom Barrasso,34,TOT,25,,8,11,2,68,568,500,.880,3.17,1,2.0,1288,,,,125,-13.69,0,0,0,6,2000
3,Ed Belfour,34,DAL,62,,32,21,7,127,1571,1444,.919,2.10,4,12.1,3620,,,,85,23.20,0,3,3,10,2000
4,Zac Bierk,23,TBL,12,,4,4,1,31,308,277,.899,3.66,0,1.7,509,,,,,,0,1,1,0,2000
5,Craig Billington,33,WSH,13,,3,6,1,28,310,282,.910,2.75,2,2.1,611,,,,,,0,0,0,0,2000
6,Martin Biron,22,BUF,41,,19,18,2,90,988,898,.909,2.42,5,6.5,2229,,,,95,4.46,0,0,0,6,2000
7,Brian Boucher,23,PHI,35,,20,10,3,65,790,725,.918,1.91,4,6.0,2038,,,,86,10.53,0,1,1,4,2000
8,Fred Brathwaite,27,CGY,61,,25,25,7,158,1664,1506,.905,2.75,5,10.3,3448,,,,99,1.09,0,0,0,4,2000
9,Martin Brodeur,27,NJD,72,,43,20,8,161,1797,1636,.910,2.24,6,12.1,4312,,,,94,10.81,1,4,5,16,2000
10,Sean Burke,33,TOT,42,,19,19,3,106,1230,1124,.914,2.55,3,8.8,2492,,,,90,11.60,0,0,0,12,2000
11,Dan Cloutier,23,TBL,52,,9,30,3,145,1258,1113,.885,3.44,0,5.0,2492,,,,121,-24.72,0,0,0,29,2000
12,Marcel Cousineau,26,LAK,5,,1,1,0,6,64,58,.906,2.11,0,0.4,171,,,,,,0,0,0,0,2000
13,Byron Dafoe,28,BOS,41,,13,16,10,114,1030,916,.889,2.97,3,4.6,2307,,,,116,-15.52,0,0,0,0,2000
14,Marc Denis,22,COL,23,,9,8,3,51,618,567,.917,2.54,3,4.6,1203,,,,86,8.09,0,2,2,6,2000
15,Mike Dunham,27,NSH,52,,19,27,6,146,1584,1438,.908,2.85,0,10.2,3077,,,,96,5.44,0,0,0,6,2000
16,Robert Esche,22,PHX,8,,2,5,0,23,215,192,.893,3.38,0,1.0,408,,,,,,0,0,0,4,2000
17,Bob Essensa,35,PHX,30,,13,10,3,73,719,646,.898,2.78,1,3.9,1573,,,,106,-4.26,0,0,0,0,2000
18,Scott Fankhouser,24,ATL,16,,2,11,2,49,451,402,.891,3.20,0,2.1,920,,,,114,-5.88,0,0,0,4,2000
19,Manny Fernandez,25,DAL,24,,11,8,3,48,603,555,.920,2.13,1,4.7,1353,,,,83,9.65,0,2,2,2,2000
20,Éric Fichaud,24,CAR,9,,3,5,1,24,206,182,.883,2.94,1,0.8,490,,,,,,0,0,0,2,2000
Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,2000
21,Stéphane Fiset,29,LAK,47,,20,15,7,119,1208,1089,.901,2.73,1,7.0,2592,,,,103,-3.51,0,2,2,4,2000
22,Mark Fitzpatrick,31,CAR,3,,0,2,0,8,68,60,.882,4.48,0,0.3,107,,,,,,0,0,0,0,2000
23,Wade Flaherty,32,NYI,4,,0,1,1,7,81,74,.914,2.31,0,0.6,182,,,,,,0,0,0,0,2000
24,Mike Fountain,28,OTT,1,,0,0,0,1,6,5,.833,3.87,0,0.0,16,,,,,,0,0,0,0,2000
25,Grant Fuhr,37,CGY,23,,5,13,2,77,536,459,.856,3.83,0,0.5,1205,,,,150,-25.75,0,0,0,2,2000
26,Jean-Sébastien Giguère,22,CGY,7,,1,3,1,15,175,160,.914,2.72,0,1.3,330,,,,,,0,0,0,2,2000
27,John Grahame,24,BOS,24,,7,10,5,55,609,554,.910,2.46,2,4.1,1344,,,,94,3.23,0,1,1,8,2000
28,Jeff Hackett,31,MTL,56,,23,25,7,132,1543,1411,.914,2.40,3,11.1,3301,,,,89,15.52,0,0,0,4,2000
29,Dominik Hašek,35,BUF,35,,15,11,6,76,937,861,.919,2.21,3,7.2,2066,,,,85,13.58,0,1,1,12,2000
30,Glenn Healy,37,TOR,20,,9,10,0,59,527,468,.888,3.04,2,2.3,1164,,,,117,-8.61,0,1,1,2,2000
31,Guy Hebert,33,MDA,68,,28,31,9,166,1805,1639,.908,2.51,4,11.7,3976,,,,96,6.57,0,2,2,2,2000
32,Milan Hnilička,26,NYR,2,,0,1,0,5,44,39,.886,3.48,0,0.2,86,,,,,,0,0,0,0,2000
33,Kevin Hodson,27,TBL,24,,2,7,4,47,327,280,.856,3.67,0,0.3,769,,,,,,0,0,0,2,2000
34,Jani Hurme,25,OTT,1,,1,0,0,2,19,17,.895,2.00,0,0.1,60,,,,,,0,0,0,0,2000
35,Artūrs Irbe,32,CAR,75,,34,28,9,175,1858,1683,.906,2.42,5,11.6,4345,,,,99,2.64,0,1,1,14,2000
36,Curtis Joseph,32,TOR,63,,36,20,7,158,1854,1696,.915,2.49,4,13.4,3801,,,,89,19.26,0,1,1,14,2000
37,Trevor Kidd,27,FLA,28,,14,11,2,69,809,740,.915,2.63,1,5.8,1574,,,,89,8.35,0,0,0,0,2000
38,Dieter Kochan,25,TBL,5,,1,4,0,17,111,94,.847,4.28,0,0.0,238,,,,,,0,0,0,0,2000
39,Olaf Kölzig,29,WSH,73,,41,20,11,163,1957,1794,.917,2.24,5,14.6,4371,,,,87,24.11,0,2,2,6,2000
40,Jean-François Labbé,27,NYR,1,,0,1,0,3,22,19,.864,3.00,0,0.0,60,,,,,,0,0,0,0,2000
41,Patrick Lalime,25,OTT,38,,19,14,3,79,834,755,.905,2.33,3,5.2,2038,,,,99,0.74,0,0,0,4,2000
42,Marc Lamothe,25,CHI,2,,1,1,0,10,50,40,.800,5.16,0,-0.3,116,,,,,,0,0,0,0,2000
43,Scott Langkow,24,ATL,15,,3,11,0,55,395,340,.861,4.31,0,0.5,765,,,,146,-17.23,0,0,0,0,2000
44,Manny Legace,26,DET,4,,4,0,0,11,117,106,.906,2.75,0,0.7,240,,,,,,0,0,0,0,2000
45,Roberto Luongo,20,NYI,24,,7,14,1,70,730,660,.904,3.25,1,4.4,1292,,,,100,-0.21,0,0,0,0,2000
46,Norm Maracle,25,ATL,32,,4,19,2,94,852,758,.890,3.49,1,3.8,1618,,,,115,-12.54,0,0,0,0,2000
47,Kirk McLean,33,NYR,22,,7,8,4,58,558,500,.896,2.94,0,2.9,1206,,,,109,-4.65,0,1,1,2,2000
48,Jamie McLennan,28,STL,19,,9,5,2,33,341,308,.903,1.96,2,2.0,1009,,,,101,-0.40,0,0,0,2,2000
49,Alfie Michaud,23,VAN,2,,0,1,0,5,27,22,.815,4.32,0,-0.1,69,,,,,,0,0,0,0,2000
50,Mike Minard,23,EDM,1,,1,0,0,3,36,33,.917,3.00,0,0.3,60,,,,,,0,0,0,0,2000
51,Evgeni Nabokov,24,SJS,11,,2,2,1,15,166,151,.910,2.17,1,1.1,414,,,,,,0,0,0,0,2000
52,Chris Osgood,27,DET,53,,30,14,8,126,1349,1223,.907,2.40,6,8.5,3148,,,,98,2.98,0,1,1,18,2000
53,Rich Parent,27,TBL,14,,2,7,1,43,353,310,.878,3.70,0,1.1,698,,,,127,-9.25,0,0,0,2,2000
54,Steve Passmore,27,CHI,24,,7,12,3,63,654,591,.904,2.72,1,3.9,1388,,,,101,-0.47,0,0,0,9,2000
55,Félix Potvin,28,TOT,56,,17,27,10,153,1538,1385,.901,2.78,1,8.7,3239,,,,104,-5.95,0,2,2,4,2000
56,Daren Puppa,34,TBL,5,,1,2,0,19,129,110,.853,4.58,0,0.1,249,,,,,,0,0,0,2,2000
57,Bill Ranford,33,EDM,16,,4,6,3,47,407,360,.885,3.59,0,1.6,785,,,,121,-8.09,0,0,0,2,2000
58,Damian Rhodes,30,ATL,28,,5,19,3,101,803,702,.874,3.88,1,2.2,1561,,,,132,-24.23,0,0,0,2,2000
59,Mike Richter,33,NYR,61,,22,31,8,173,1815,1642,.905,2.87,0,11.1,3622,,,,100,0.53,0,0,0,4,2000
60,Dwayne Roloson,30,BUF,14,,1,7,3,32,277,245,.884,2.84,0,1.1,677,,,,,,0,0,0,0,2000
61,Dominic Roussel,29,MDA,20,,6,5,3,52,445,393,.883,3.16,1,1.7,988,,,,122,-9.45,0,0,0,6,2000
62,Patrick Roy,34,COL,63,,32,21,8,141,1640,1499,.914,2.28,2,11.7,3704,,,,90,15.80,0,3,3,10,2000
63,Tommy Salo,28,EDM,70,,27,28,13,162,1875,1713,.914,2.33,2,13.3,4164,,,,90,17.27,0,1,1,8,2000
64,Corey Schwab,29,VAN,6,,2,1,1,16,115,99,.861,3.57,0,0.2,269,,,,,,0,0,0,2,2000
65,Steve Shields,27,SJS,67,,27,30,8,162,1826,1664,.911,2.56,4,12.5,3797,,,,93,12.58,0,1,1,29,2000
66,Mikhail Shtalenkov,34,TOT,30,,15,10,4,70,739,669,.905,2.35,2,4.6,1786,,,,99,0.65,0,3,3,4,2000
67,Richard Shulmistra,28,FLA,1,,1,0,0,1,21,20,.952,1.00,0,0.2,60,,,,,,0,0,0,0,2000
68,Pēteris Skudra,26,PIT,20,,5,7,3,48,374,326,.872,3.19,1,0.9,922,,,,134,-12.24,0,0,0,0,2000
69,Garth Snow,30,VAN,32,,10,15,3,76,775,699,.902,2.68,0,4.5,1712,,,,103,-1.90,0,2,2,8,2000
70,Jamie Storr,24,LAK,42,,18,15,5,93,1008,915,.908,2.55,1,6.5,2206,,,,96,3.37,0,1,1,4,2000
71,Rick Tabaracci,31,TOT,3,,1,1,0,6,50,44,.880,3.01,0,0.2,119,,,,,,0,0,0,0,2000
72,Robbie Tallas,26,BOS,27,,4,13,4,72,628,556,.885,3.17,0,2.5,1363,,,,120,-11.96,0,0,0,6,2000
73,Chris Terreri,35,NJD,12,,2,9,0,37,299,262,.876,3.42,0,0.9,649,,,,,,0,0,0,2,2000
74,José Théodore,23,MTL,30,,12,13,2,58,717,659,.919,2.10,5,5.5,1655,,,,85,10.55,0,0,0,0,2000
75,Jocelyn Thibault,25,CHI,60,,25,26,7,158,1679,1521,.906,2.76,3,10.5,3438,,,,98,2.53,0,0,0,2,2000
76,Ron Tugnutt,32,TOT,51,,22,14,8,118,1217,1099,.903,2.52,4,7.2,2809,,,,101,-1.64,0,0,0,0,2000
77,Roman Turek,29,STL,67,,42,15,9,129,1470,1341,.912,1.95,7,10.2,3960,,,,92,11.54,0,1,1,4,2000
